,Unnamed: 0,Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
4,4,Banker - Green Bay West Mason,Associated Bank,"Green Bay, WI 54301",Onsite,N,r - Full-time,"Guided by our relentless focus on people and desire to actively listen, we strive to create an inclusive culture and uphold equitable practices for our colleagues and community members. We seek to hire people who share our winning spirit and recognize diverse backgrounds, perspectives, and representation as strengths critical to success. If you thrive in an environment where your growth and development are supported and achieving together is valued, then Associated Bank may be the right place for you.
As a Banker, you will:
Experience comprehensive training to position you for success.
Be empowered to pursue your interests, develop new skills, and make a difference every day.
Provide exceptional customer service by efficiently and accurately processing customer transactions.
Identify and service customer needs and resolve issues while building relationships in your community.
Open new accounts and uncover cross-selling opportunities that benefit customer financial wellness.
Partner with and refer customers to internal insurance, mortgage, and other key areas within the bank to help meet their financial needs.
Support the operational integrity of the branch.
Proactively aisle prospect at our in-store locations.
In addition to core traditional benefits, we take pride in offering benefits for every stage of life.
Retirement savings including both 401(k) and Pension plans.
Paid time off to volunteer in your community.
Opportunities to connect with others through our diversity-focused Colleague Resource Groups.
Competitive salaries with professional development and advancement opportunities.
Bonus benefits including well-being programs and incentives, parental leave, an employee stock purchase plan, military benefits and much more.
Personal banking, loan, investment and insurance benefits.
Associated Bank serves more than 120 communities throughout Wisconsin, Illinois and Minnesota and we consider our colleagues critical to our continued success. See why our colleagues continually vote us a best place to work in the Midwest. Join our community on Facebook, LinkedIn and Twitter.
This position requires a credit check per 12 CFR Chapter X, Part 1026, Truth in Lending, Regulation Z.

Associated Bank is an equal opportunity employer committed to creating a diverse workforce. We support a work environment where colleagues are respected and given the opportunity to perform to their fullest potential. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors. Applicants with a disability who need assistance applying for a position with Associated Bank are asked to email: Careers@AssociatedBank.com.
Compliance Statement
Fully complies with all applicable enterprise policies and procedures. Acts in compliance with all applicable laws and regulations as outlined in training materials, including but not limited to Bank Secrecy Act. Responsible for reporting suspicious activity to Financial Intelligence. Responsible to report all customer complaints as prescribed and procedure violations to management or HR. Responsible to report ethical concerns as needed to Associated Bank’s anonymous Ethics Hotline.
Operates in full compliance with internal policies and procedures as well as applicable regulations and laws, including but not limited to Bank Secrecy Act/Anti-Money Laundering and S.A.F.E. Act requirements. Must submit required information to meet registry requirements, obtain a unique identifier, and maintain the registration requirements as directed by the S.A.F.E Act.
Qualifications
Education:
High School or equivalent combination of education and experience, Required
Experience:
2-4 years Customer facing sales and/or service experience, Required",Human Resources,Human Resources
5,5,Automotive Finance Manager,Jet City Harley-Davidson,"Renton, WA 98057",Onsite,"$140,000 - $200,000 ",r - Full-time,"GREAT MONEY & MORE FUN
$140K - $200K+/Year
CHANGE YOUR PRODUCT, CHANGE YOUR LIFE
You will be amazed at the money and the lifestyle!
But don't just take our word for it, here's what some GM’s at our H-D stores have to say...
Same money “The money is comparable to what I earned in the car business, the pay plan works year-round, while the work environment is no comparison and better in every way!”
Want v. Need “In the car business you’re selling transportation, a way to get back and forth to work. In the H-D business we sell passion, freedom and dreams.”
Fun environment “It is exciting to see customers so happy with their purchase and thank me for getting their dream fulfilled. I get to wear jeans, sneakers and a cool Harley-Davidson shirt. I will never go back to 4 wheels!”
We are gearing up for a record year and seeking a Full-Time FINANCE PRO!
If you don't want ""just a job"" and you're looking for a long-term career, then you have come to the right place, our company is growing.
Qualifications and Job Requirements:
Confidence in ability to be successful.
Great attitude and outstanding work ethic.
Ability to work well in a process driven environment.
Self-starter and self-motivated.
Must have weekend availability.
Automotive or Motorcycle experience in a high-volume dealership a plus.
Adhere to a standard of professional ethics and be respectful to customers.
Be knowledgeable of state regulations regarding finance and the Fair Credit Reporting Act.
Structure deals in accordance with lender and dealership guidelines.
Have a strong menu presentation and use the 300% rule at all times
Disclose financial information to customers.
Maintain good lender relations and evaluate new lender programs.
Prepare weekly and monthly reports as requested by management.
2 years Finance and Insurance experience preferred.
Harley-Davidson experience a plus.
Benefits:
Aggressive Pay Plans.
Comprehensive Paid Training.
Employee Discounts.
401K with Company Match.
Medical, Dental and Vision Insurance.
Voluntary Term Life, Short and Long-Term Disability.
Accident, Critical Illness and Cancer Insurance.
Flexible Spending Account access.
Legal Shield and Identity Theft Shield.
Competitive Vacation Time.
MOD Enterprises, owned by Michael Veracka, is the largest and fastest growing Harley-Davidson dealer group on the West Coast.
Work in a fun industry that allows you to fulfill customers dreams on a daily basis. As Michael Veracka grows his family of dealerships, it allows him the opportunity to bring on board the most talented people in the industry. Experienced or not, don’t be afraid to apply, Michael’s Harley-Davidson dealerships are built on training our own; you will not be denied the opportunity simply because you haven’t done it before.
Michael Veracka’s current family of dealerships include 6 of the top 15 volume Harley-Davidson dealerships (600+ total dealerships) in the country.
Rawhide Harley-Davidson (Olathe, KS) - #1 in Kansas
Avalanche Harley-Davidson (Golden, CO) - #1 in Colorado
Riverside Harley-Davidson (Riverside, CA) - #1 in California & US
Huntington Beach Harley-Davidson (Westminster, CA) #2 in California
Jet City Harley-Davidson (Renton, WA) - #1 in Pacific NW
Desert Wind Harley-Davidson (Mesa, AZ) - #1 in Arizona
Heritage Harley-Davidson (Lisle, IL) - Acquired May, 2021
Volcano Harley-Davidson (Gladstone, OR) - Acquired March, 2022
Atlanta Harley-Davidson (Lithia Springs, GA) - Acquired June, 2022
Summit Harley-Davidson (Lindon, UT) - Acquired December, 2022
If you wish to be part of the BEST, please submit your resume today!
Job Type: Full-time
Pay: $140,000.00 - $200,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Work Location: One location

Health insurance",Human Resources,Human Resources
6,6,Collateral Management Specialist,Vervent Inc,"San Diego, CA 92121",Onsite,$15.87 - $21.15 ,n hour - Full-time,"Description:
Our ideal candidate is someone who is excited to become a part of an awesome, fast-growing team and must display these three top (required) skills:
1. Process Driven
2. Proficient in Windows/Microsoft programs (Excel, Word, etc.)
3. Organizational Skills

General Position Summary:
Collateral Management Specialist is responsible for tracking, researching, recording, and scanning of all collateral documents in accordance with company policies and philosophy. The types of accounts include, but are not limited to auto, consumer and solar.

Perks:
Medical, FSA & HSA, Dental, Vision + More!
401k - 100% vested once you start contributing. Generous company match!
Regular employee health, wellness & engagement activities!
Pet Insurance, because fur babies are important to us too!
About Vervent:
As one of the pre-eminent Lending as a Service (LaaS) companies, Vervent sets the global standard for outperformance by delivering superior expertise, future-built technology, and meaningful services. We support our industry-leading partners with primary strategic services including Loan & Lease Servicing, Call Center Services, Backup Servicing/Capital Markets Support, Credit Card Servicing, and Card Marketing & Customer Acquisition. Vervent empowers companies to accelerate business, drive compliance, and maximize service.

If you’re interested in reviewing the full job description, continue reading below…
Primary Responsibilities:
Verify state and send appropriate right to cure a letter at appropriate days past due
Update all appropriate system fields
Update account related system fields and document the account
Verify all repossession transport and miscellaneous fees to include on the notice of intent
Issue legal notice of intent letter within 48 hours specific to the individual state.
Handle all redemption and reinstatement calls and return the collateral if necessary
Update notice of intent to sell date in host system and vendor system
Arrange, ensure and monitor transport to appropriate auto auction
Collect, review and analyze auction condition report and compare to condition report from the repossession agent and question any discrepancies
Handle any damage claim resulting from the repossession or auction
Prepare and set floor value using current MMR values and current auction vehicle condition report
Research and provide auction feedback with any necessary needed items prior to sale date
Post sales proceeds to the account and update appropriate system status codes
Send deficiency balance letter with a full breakdown of fees on two-page document to all borrowers on the loan.
Requirements:
High school diploma or equivalent.
Detail oriented, with good organizational skills.
Ability to prioritize multiple tasks.
Excellent verbal and written skills to effectively communicate in the English language.
Ability to work independently, and as a team member, while using discretion in decision making and sound judgement in problem solving.
Ability to maintain a high level of confidentiality.
Ability to work well under deadlines.
Proficient PC skills, with the ability to learn new software.
Previous experience with repossessions preferred.
Physical Requirements
The work is of an intellectual nature. While performing the functions of this job, the employee is required to stand and sit for prolonged periods. Specific vision abilities required include close and medium distance vision and the ability to adjust focus. Must be able to hear normal sounds, distinguish sound as voice and communicate through human speech. This position requires the ability to operate a keyboard, computer mouse, telephone, fax, copier, writing tools, and other standard office equipment. On an occasion, an employee will be asked to lift items weighing up to 35 lbs.
Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.
Salary
$15.87 - $21.15/hour",Human Resources,Human Resources
7,7,Investment Banking Associate - Public Finance,Piper Sandler,"Denver, CO 80202",Onsite,"$100,000 ",r - Full-time,"At Piper Sandler, we connect capital with opportunity to build a better future.
We believe diverse teams with unique backgrounds, skills and experiences yield more innovative solutions. Our mission is to recruit, develop, retain and engage a diverse, high-performing team. Our business enables bright, committed people working in partnership within an environment that allows each person to achieve at a high level. We commit to encouraging and valuing inclusivity because every partner brings unique perspectives that help us better serve our clients.
We are currently looking for a Banking Associate in Denver, Colorado.
The Special District Group is a team of bankers and associates dedicated to raising capital for public infrastructure for new development or redevelopment. We are actively growing into markets with a demand for public infrastructure. We are seeking a junior banker to support and be a member of our team working in our Denver office. The position is a junior banking role on our Special District Group team and allows for the opportunity for career growth over time into a more senior position. The junior banker will provide extensive support and assist in providing investment banking advice to clients in the public sector.
Duties:
Assist in the preparation of high-quality, persuasive proposals to provide investment banking services to potential clients (RFP Responses).
Assist in the preparation of bond documents to include Credit Summaries, Offering Memorandum, Closing Memos, Pricing Materials, Credit Presentations, and Insurance Applications.
Research issuer financial information using public and internal resources.
Research industry and financial market trends, running data queries and analyzing such data.
Assist in the quantitative and qualitative preparation and presentation of internal credit memos and external publications.
Work with outside vendors to obtain aerial photos of projects
Develop and maintain complex spreadsheets and databases.
Monitor and track activities of credit rating agencies in target sectors and keep database of relevant or potentially relevant credit reports for future access. Brief bankers on important, relevant, examples and overall trends.
Perform any other duties and special projects as assigned.
Qualifications:
Previous experience in real estate development and/or public finance
Bachelor’s Degree preferred
Strong communication and professional presence with clients
Well organized, attention to detail and able to manage multiple projects under pressure
Successful candidates will be highly self-motivated
Excellent analytical and quantitative skills with good understanding of financial markets
Advanced user of Excel, PowerPoint, and Word
As a leading investment bank, we enable growth and success for our clients through deep sector expertise, candid advice and a differentiated, highly productive culture.
Our public finance group provides underwriting and financial advisory services to state & local governments and not-for-profit entities. Supported by a broad national platform, our expert teams leverage localized knowledge to facilitate the issuance of taxable and tax-exempt debt across a range of sectors including state & local government, charter schools, cultural & social service nonprofits, healthcare, higher education, hospitality, project finance, K-12 school districts, senior living, special district group, and transportation. Learn more about out public finance team here.
Piper Sandler values a strong culture dedicated to the emotional and physical well-being of our employees. Learn more about our commitment to our employee’s health and well-being. Learn more about our benefits program and how we are here for our employees and their families today, tomorrow and beyond.
All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, gender identity, national origin, disability, age, marital status, status as a protected veteran or status with regard to public assistance.
The anticipated starting salary for Colorado-based individuals expressing interest in this position is $100,000 per year; this position is eligible for a annual incentive compensation.
LI-KM1",Human Resources,Human Resources
8,8,Investment Banking Associate,Global Middle Market Investment Bank,"Washington, DC 20524",Onsite,"$150,000 - $200,000 ",r - Full-time,"Our client, a Global Boutique Investment Bank is seeking a newly opened role for an Experienced Investment Banking Associate for the growing Washington, DC team.
The experienced Associate will be responsible for supporting day-to-day M&A, capital raising, restructuring, and financial advisory deal processes and projects. The firm’s Associates have a deep understanding of the deal process and can effectively run many aspects of the transaction process alongside senior bankers.
Our client is unique as it is highly focused on advancing its employees’ career goals while providing consistent transparent feedback fostering personal and professional growth. The bank is well known for cross border M&A as part of a larger global platform with offices around the globe and the balance sheet of its parent, one of the largest financial institutions in Asia.
The Washington, DC office has industry focus of Aerospace & Defense, Government, TMT, CyberSecurity and Education. In 2021, 3 out of the 5 highest paid bankers were in the DC office. The CEO of the bank sits in the DC office as well.
Please reach out if interested or share with peers, colleagues and relevant friends considering new opportunities.
Job Type: Full-time
Pay: $150,000.00 - $200,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible spending account
Health insurance
Health savings account
Paid time off
Professional development assistance
Relocation assistance
Vision insurance
Physical setting:
Office
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Ability to commute/relocate:
Washington, DC 20524: Reliably commute or planning to relocate before starting work (Required)
Work Location: One location

Health insurance",Human Resources,Human Resources
9,9,Investment Banking Associate,Q Advisors,"Denver, CO 80202",Hybrid remote,"$140,000 - $175,000 ",r - Full-time,"Overview:
Q Advisors is actively seeking an Associate to support corporate finance transactions within Technology, Media, and Telecom (“TMT”) industry sectors. The Associate will play an integral role across all phases of deal execution and a broad range of transaction types including mergers and acquisitions, debt and equity financings, and numerous other financial advisory mandates.
The ideal candidate has exceptional interpersonal and communication skills, strong financial modeling, and analytical capabilities, as well as a thorough understanding of corporate accounting and financial reporting. The individual must excel in a team environment with the ability to effectively oversee Analysts while supporting senior bankers and deal execution across the entire transaction life cycle.
Primary Responsibilities:
Supports senior bankers in the execution of all projects and processes, including business development, equity and debt financings, M&A transactions, and other advisory mandates
Drafts pitch and deal materials, including information memorandums, management presentations, financial models, and analyses, among others
Performs financial valuation and analyses, provides oversight and framework for deal financial modeling, and conducts due diligence
Supervises and reviews all Analyst work material while providing guidance as it relates to construction, organization, and prioritization
Interacts directly with client senior executive teams and provides a lead role in deal organization, process tracking and due diligence
Assists senior bankers in outreach during the marketing phase of the process, including significant direct interaction with private equity firms, lenders, and strategic buyers
Qualifications:
A minimum of two years of M&A advisory / investment banking experience, including experience as an Investment Banking Analyst and / or Associate
Strong work ethic and passion for investment banking
Deep analytical and accounting proficiency; skilled in modeling and financial analysis
Superior verbal and written communications skills
Excellent organizational skills and attention to detail
Demonstrated leadership capabilities
Exceptional Microsoft Office Skills (Excel, PowerPoint, Word)
FINRA Series 79 or Series 7 license highly preferred
* Minimum annual compensation: $140 - $175k
* Compensation dependent on experience and performance
Individuals must be fully vaccinated upon commencing employment, subject to legally required exemptions.
Job Type: Full-time
Pay: $140,000.00 - $175,000.00 per year
Benefits:
401(k)
Health insurance
Paid time off
Schedule:
Monday to Friday
Weekend availability
Supplemental pay types:
Bonus pay
COVID-19 considerations:
Individuals must be fully vaccinated upon commencing employment, subject to legally required exemptions.
Ability to commute/relocate:
Denver, CO 80202: Reliably commute or planning to relocate before starting work (Required)
Experience:
Investment banking: 1 year (Required)
Work Location: Hybrid remote in Denver, CO 80202

Health insurance",Human Resources,Human Resources
10,10,Investment Banking Analyst,The Dak Group,"Rochelle Park, NJ 07662",Onsite,Full-time,Full-time,"About Us
The DAK Group, founded in 1984, is a boutique investment bank based in Rochelle Park, NJ with an exclusive focus on mergers and acquisitions serving the middle market. We work closely with entrepreneurs, family business owners, private equity firms and other mid-market stakeholders to navigate options for growth and expansions, as well as pursue successful exit strategies. We provide clients with sell-side/buy-side transaction services, strategic advisory, financial and restructuring advice, business valuations and fairness opinions. The DAK Group is comprised of senior investment bankers with extensive industry and technical expertise who provide hands-on corporate finance and deal-making specialization to every engagement.
If you’d like to join our team, please submit your resume to careers@dakgroup.com.",Human Resources,Human Resources
11,11,Financial Services Representative,Meimarides Agency,Remote,Onsite,"Full-time, P",rt-time,"We are a National Financial Services Company servicing customers all over the Country.
We are looking for seff-motivated, driven, and customer service oriented individuals to work for our dynamic Company! We offer the following:
Flexible Work Hours
Opportunity To Work From Home
Full and Part Time Hours
No Experience Needed - Will Train
Will Help you Obtain Your Insurance License
The Financial Service Representative is an licensed insurance agent providing clients with products that help secure financial programs for their families. You will provide your clients with a multitude of insurance products and services, that represent their needs, such as Retirement Planning, Mortgage Insurance, Life Insurance, and Annuities. You will provide consistent, exemplary customer service by providing expert advice concerning a wide range of investment and insurance products. You need to have exceptional relationship building skills, an aptitude for identifying needs, presenting appropriate solutions for those needs, and good communication skills.
HS Diploma or GED required
Interested candidates please check out our website at:
meimaridesagency.com, and APPLY NOW!!
Job Types: Full-time, Part-time
Weekly day range:
Monday to Friday
Education:
High school or equivalent (Required)
Work Location: Remote",Human Resources,Human Resources
12,12,Fully Remote Relationship Banker,Turn2Partners,Remote,Onsite,"$50,000 - $55,000 ",r - Full-time,"On behalf of our financial institution is looking for a Remote Relationship Banker to join our team. The Remote Relationship Banker will provide excellent customer service to clients, build relationships with new and existing customers, and support the sales and marketing efforts of the Bank.
This is a fully remote opportunity, M-F. Compensation is up to $55,000 a year.
Job Responsibilities
•Develop and maintain relationships with new and existing customers through virtual meetings and phone calls.
•Educate customers on the Bank’s products and services and provide guidance on how to best use them.
•Assist customers in opening accounts and completing transactions.
•Handle customer inquiries and complaints in a timely and professional manner.
•Identify opportunities to cross-sell products and services.
•Adhere to regulatory and compliance requirements.
•Remain current on industry trends and banking regulations.
•Utilize the Bank’s technologies to provide superior customer service.
Requirements
•Bachelor’s degree in accounting, finance, or related field.
•Banking decision making authority.
•Online/ internet banking experience.
•Previous experience in banking, customer service.
Job Type: Full-time
Pay: $50,000.00 - $55,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Evening shift
Monday to Friday
Weekend availability
Education:
Bachelor's (Required)
Experience:
Banking: 3 years (Preferred)
Work Location: Remote

Health insurance",Human Resources,Human Resources
13,13,Investment Banking Analyst-Restructuring,Piper Sandler,"New York, NY 10174",Onsite,"$100,000 - $125,000 ",r - Full-time,"At Piper Sandler, we connect capital with opportunity to build a better future.
We believe diverse teams with unique backgrounds, skills and experiences yield more innovative solutions. Our mission is to recruit, develop, retain and engage a diverse, high-performing team. Our business enables bright, committed people working in partnership within an environment that allows each person to achieve at a high level. We commit to encouraging and valuing inclusivity because every partner brings unique perspectives that help us better serve our clients.
We are currently looking for an Investment Banking Analyst to join our Restructuring team (TRS Advisors) in the New York office. Piper Sandler’s restructuring investment banking team has been integral to some of the most complex restructuring transactions in public, private and government settings.
Responsibilities:
Create financial models
Conduct financial valuations
Create and maintain industry-specific business development books
Conduct industry- and company-specific research
Interact with clients and senior bankers
Our environment is collaborative, fast-paced and entrepreneurial. Our clients are extraordinarily dynamic and our people have what it takes to excel.
Qualifications:
Degree in finance, business, management plus other related degrees
Experience with formal training is preferred
Ability to work in a fast paced and intellectually challenging environment
Extremely detail oriented with the ability to multi-task
Candidates must be able to work well under pressure, handle multiple projects at once and learn quickly
Excellent analytical, verbal and written communication skills
U.S. work eligibility is required.
As a leading investment bank, we enable growth and success for our clients through deep sector expertise, candid advice and a differentiated, highly productive culture.
Our clients have access to unparalleled guidance through our deep product and sector expertise and ready access to global capital. We take pride in providing our clients with thoughtful advice and diligent execution, no matter the economic environment. Our investment banking group partners with corporate clients and financial sponsors to provide advisory and financing services related to mergers and acquisitions, equity and debt capital markets, private placements, restructuring and corporate & venture services. We offer in-depth knowledge and industry relationships in our core sectors of chemicals, consumer, diversified industrials & services, energy & power, financial services, healthcare and technology. Learn more about our investment banking team here.
Piper Sandler values a strong culture dedicated to the emotional and physical well-being of our employees. Learn more about our commitment to our employee’s health and well-being. Learn more about our benefits program and how we are here for our employees and their families today, tomorrow and beyond.
All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, gender identity, national origin, disability, age, marital status, status as a protected veteran or status with regard to public assistance.
The anticipated starting salary range for New York City-based individuals expressing interest in this position is $100,000 - $125,000 per year. Placement within this range is dependent upon level of experience. This position is eligible for annual incentive compensation which will be a part of the total compensation. Total compensation for this position will be competitive with the market.
LI-BS1",Human Resources,Human Resources
14,14,Investment Banking Summer Analyst 2023,Wedbush Securities,"San Francisco, CA 94111",Onsite,$30 ,l,"Job Description:

Wedbush Securities is one of the largest securities firms and investment banks in the nation. We provide innovative financial solutions through our Wealth Management, Capital Markets, Futures and Advanced Clearing & Prime Services divisions. Headquartered in Los Angeles, California with over 100 offices and more than 80 correspondent offices, our commitment to providing relentless, customized service is the foundation of our consistent growth.
Our Investment Banking Group provides clients with the full range of financing and advisory services to achieve management's objectives throughout the entire business life cycle. Wedbush Securities is looking for an Intern to join our team. We are looking for an eager and focused intern who is passionate about a career in financial services.
Wedbush Securities internships offer a great way to develop personal and professional skills as well as the opportunity to work with some of the most talented professionals in the securities industry.
The Summer Analyst position for 2023 will be located in San Francisco and New York.
Experience and Skills:
Major/Minor in Business, Finance, Economics, Accounting
GPA of 3.3 or higher
Excellent quantitative/math skills and agility with numbers
Strong verbal and written communication skills
Exceptional organizational skills and the ability to prioritize daily work flow
Requires high degree of accuracy and attention to detail
Ability to work in a fast-paced team environment
Strong computer/software skills and ability to learn new software
What Wedbush Offers You
As part of our overall compensation package, Wedbush Securities offers an array of diverse benefits to all our colleagues. We believe that providing competitive benefit options yields the advantageous reward of establishing a healthy and inclusive foundational work culture.
Comprehensive medical, dental, and vision coverage with multiple health plan options for you and your family
Health Savings Account with company-sponsored contributions
Flexible Spending Accounts (FSA) traditional and dependent care
Pre-Tax Commuter Benefits
401(k) plan with discretionary, competitive company matching and profit-sharing contributions
Tuition reimbursement up to $5,250/year
3 weeks of Paid Time Off
2 weeks of Paid Sick Time (may vary by location)
10 Paid Holidays
Charitable Donation Matching Contributions
Paid Leave (Military, Jury Duty, Volunteer Time Off, Disability, etc.)
FINRA License Sponsorship
Travel & Employee Assistance and Employee Discount Programs
The reasonable estimate of the compensation range for this role has not been adjusted for the applicable geographic location. A reasonable estimate of the current range is $30/hr. Colleagues may be eligible for additional, discretionary incentive compensation based on the individual and the firm's performance. At Wedbush, it is not typical for an individual to be hired at, or near, the top of the range for their role. Decisions regarding compensation are determined on a case-by-case basis and are dependent on a variety of factors including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs.
Wedbush Securities (WS) is proud to be an Equal Employment Opportunity employer. WS does not discriminate based on race, religion, color, creed, sex, sexual orientation, gender, gender identity or expression, national origin, ancestry, citizenship status, registered domestic partner status, uniform service member status, marital status, pregnancy, age, medical condition, disability, genetic information, family care or medical leave status, or any other consideration made unlawful by applicable federal, state, or local laws, or on the basis that an applicant or Colleague is perceived to have these characteristics or is associated with someone who is perceived to have these characteristics. WS aims to foster a culture of inclusion where all Colleagues are valued for their unique contributions to the firm as well as provided equal opportunities to succeed.

From: Wedbush Securities",Human Resources,Human Resources
0,0,HR Coordinator - Bilingual,IWCO Direct,"Chanhassen, MN 55317",Onsite,Full-time,Full-time,"Job Details
Description
Impactful. Disciplined. Measurable. That’s why savvy marketers turn to IWCO – to inspire performance across all marketing channels. From all-inclusive creative, digital and paper-based direct mail services to leading technology platforms, advanced postal optimization strategies and industry know-how, IWCO won’t just help you along the way; we’ll Power your Marketing™.
IWCO also plays an active role in our communities and works closely with industry partners, the U.S. Postal Service, and our Congressional representatives to build awareness of the mailing industry and its importance to the national economy.
If you’re thinking of a new career at IWCO , our pace is fast, but safety, quality and an enriching work environment are top priorities. We offer a competitive compensation and benefits package and on-site wellness programs – not to mention the opportunity to work with some of the most talented people around.
Job Summary:
The Human Resources Coordinator provides support to the Human Resources team.
Bi-lingual Vietnamese or Nepali-English skills preferred
Primary Duties/Responsibilities:
Prepare for and conduct orientation for new hires and contractors
Assist and maintain new hire orientation slide deck and applicable training videos
Review eligibility of internal applicants and rehires
Complete hiring process for all new hires in the HRMS system
Complete data entry for employee reviews, transfers, promotions, and terminations
Assist with employee questions such as; job applications, benefits and payroll, life events, and new hire enrollment
Follow up with new hires with no elections made and other questions from our benefits department
Create and mail employee communications, including employee wage notices and termination letters
Assist in the creation and maintenance of employee files
Completes and distributes weekly reports
Assist with the badging & security system
Assist with company events such as community giving and company-wide meetings
Act as a backup to the Guest Experience Specialist and Executive Assistants as business need requires
Coordinate with all HR teams including; Talent Acquisition, Safety, Benefits, and Payroll
Assist with various HR projects and reports
Support EHS team with data entry, reporting, and other duties or projects
Other projects and duties as assigned

Required Skills/Abilities/Competencies:
Proficient with Microsoft Office Suite or related software (Word, Excel, PowerPoint)
Excellent verbal and written communication skills with customer service approach
Strong attention to detail/accuracy is critical
Ability to establish priorities, meet deadlines, and follow through with limited direction
Excellent time management skills with proven ability to meet deadlines while adapting to changing priorities
Highly dependable and organized
Ability to maintain confidentiality
Ability to work a flexible schedule as needed to accommodate a 24/7 work environment
Experience presenting in front of a group preferred
Bi-lingual Vietnamese or Nepali-English skills preferred

Education and Experience:
Associate’s and/or Bachelor’s degree preferably in Human Resources
2-3 years’ experience in a relevant field
Previous administrative or customer service experience preferred
UKG experience preferred

Physical Requirements:
Ability to work 8 hours
Prolonged periods of sitting at a desk and working on a computer
Pre-employment background check and drug test required

IWCO is an Equal Opportunity Employer. All qualified applicants will be considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, veteran status, or any protected status as defined by law. Hiring Bonus: terms and conditions may apply; bonus is offered for a limited time only; please contact our HR team to learn more.

IND1",Human Resources,Human Resources
