Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
Warehouse Housekeeper - 2nd Shift/Afternoon Start,Burlington Stores,"21600 Cactus Ave, Riverside, CA 92518",Onsite,$18 ,n hour - Full-time,"LOCATION 21600 Cactus Avenue Riverside CA US 92508
Overview
Why You’ll Love it Here:
4 Day Work Week (Tuesday through Friday)
Competitive Wage + Weekly Pay
Performance-Based Bonuses/Pay Rate Increase
Paid Time Off
401(k) Savings Plan with Company Match
Associate Discount (15% year-round, and increased to 30% during certain weeks throughout the year)
Employee Referral Bonus Program
Holiday Pay Opportunities
On-the-Job Training
Employee Assistance Program
Responsibilities:
Sweep, scrub and mop warehouse floors using such equipment as a power sweeper and scrubber
Pick up empty trash receptacles and pick up cardboard and plastic and bale items in order to reduce
waste volume to maintain a clean and safe work environment
Clean up various types of spills and disposes of wastes while adhering to company procedures. Clean up
toxic spills according to federal, state and local regulations in order to maintain a clean and safe work
environment
Operate Compactors/Balers
Assist mechanics when needed to help or support equipment repairs and PM’s, new installation on project
help support maintenance department as directed by Supervisor or Manager
Cleaning of mezzanines, catwalks and roof tops of office areas
Ability to work overtime as needed
All other duties as assigned by Maintenance Manager/Supervisor
Burlington’s benefits package includes medical, dental and vision coverage including life and disability insurance. Full time associates are also eligible for paid time off, paid holidays and a 401(k) plan.
We are a rapidly growing brand, and provide a variety of training and development opportunities so our associates can grow with us. Our teams work hard and have fun together! Burlington associates make a difference in the lives of customers, colleagues, and the communities where we live and work every day. Burlington Stores, Inc. is an equal opportunity employer committed to workplace diversity.
Posting Number 2023-195805
Location US-CA-Riverside
Address 21600 Cactus Avenue
Zip Code 92508
Workplace Type On-Site
Position Type Regular Full-Time
Shift 2nd
Posted Date 3 weeks ago (3/14/2023 3:15 PM)
Career Site Category Distribution Center
Position Category Distribution Center Associate
Evergreen Yes
Min USD $18.00/Hour
Mid USD $18.00/Hour",Housekeeper,Service
Housekeeper-CDH,Northwestern Medicine,"25 North Winfield Road, Winfield, IL 60190",Onsite,Full-time,Full-time,"Benefits
$10,000 Tuition Reimbursement per year ($5,700 part-time)
$6,000 Student Loan Repayment ($3,000 part-time)
$1,000 Professional Development per year ($500 part-time)
$250 Wellbeing Fund per year($125 for part-time)
Annual Employee Merit Increase and Incentive Bonus
Paid time off and Holiday pay
Description
The EVS Tech reflects the mission, vision, and values of NMHC, adheres to the organizations Code of Ethics and Corporate Compliance Program, and complies with all relevant policies, procedures, guidelines and all other regulatory and accreditation standards.
$3,000.00 Sign-On Bonus
Internal employees and rehires are not eligible for rehire.
hours are 8am-4:30pm and every other weekend
Responsibilities:
Cleans and maintains patient rooms, offices, public areas, treatment rooms, and other assigned areas daily, including collecting and removing trash, changing bed linens, and sanitizing all surfaces.
Follows policies and procedures on patient isolation and contact precautions as necessary.
Stocks paper items and other supplies in assigned areas as necessary or designated.
Maintains cart and equipment in clean, working condition and stores in appropriate storage area.
Promotes safety in the workplace.
Uses wet floor signs, PPE, not leaving housekeeping cart or supplies unattended.
Uses chemicals and equipment in an effective and safe manner.
Uses appropriate chemicals, diluted at the correct ratio, in properly labeled containers.
Notifies supervisor of equipment needing repairs.
Reports all safety hazards to manager.
Communicates to supervisor any issues, including inability to complete schedule and is proactive in dealing with observed deficiencies (reports issues/work requests to supervisor/manager or Call Center, picks up debris outside of regular work area).
Establishes and maintains interpersonal relationship with hospital personnel, while assuring confidentiality of patient information.
Exhibits the ability to articulate designed scripting model to each customer we serve.
Uses organizational and unit/department resources efficiently.
Manages work schedule efficiently, completing tasks and assignments on time.
Contributes to opportunities and processes for continuous improvement.
Participates in efforts to reduce costs, streamline work processes, improve and grow services we provide.
Presents a friendly, approachable, professional demeanor and appearance.
Provides accurate information and timely updates to patients and customers.
Addresses questions and concerns promptly, or identifies appropriate person and resources to do so.
Provides directions or help to patients and customers with finding their way.
Uses effective service recovery skills to solve problems or service breakdowns when they occur.
Demonstrates teamwork by helping co-workers within and across departments.
Communicates effectively with others, respects diverse opinions and styles, and acknowledges the assistance and contributions of others.
AA/EOE.
Qualifications
Required:
High School Diploma or equivalent; or in lieu of high school diploma/GED, must have a minimum of one year of environmental services, housekeeping, janitorial or related experience.
Must exhibit the ability to follow oral and written instructions.
Must be able to communicate effectively with patients, visitors and staff.
Must be able to use the proper tracking and communication tools utilized by department.
Must be able to work independently.
Preferred:
Three years of environmental services experience in a healthcare or hospitality environment.
Equal Opportunity
Northwestern Medicine is an affirmative action/equal opportunity employer and does not discriminate in hiring or employment on the basis of age, sex, race, color, religion, national origin, gender identity, veteran status, disability, sexual orientation or any other protected status.",Housekeeper,Service
Part-time Housekeeper,HOUSEKEEPING SERVICES,"HOUSEKEEPING SERVICES in Atlanta, GA 30328",Onsite,$14 - $18 ,rt-time,"*SANDY SPRINGS*
Available Monday thru Friday
Day Shift starts 8:00am
*****
Sign-On Bonus
Performance Bonuses
*****
Requirements:
Ability to work with little supervision and maintain a high level of performance
Customer-oriented and friendly
Working quickly without compromising quality
Prioritization and time management skills
Knowledge of English language
Job Type: Part-time
Pay: $14.00 - $18.00 per hour
Benefits:
Employee discount
Schedule:
Day shift
Monday to Friday
No nights
No weekends
Supplemental pay types:
Bonus pay
Signing bonus
Ability to commute/relocate:
Atlanta, GA 30328: Reliably commute or planning to relocate before starting work (Required)
Shift availability:
Day Shift (Required)
Work Location: One location",Housekeeper,Service
Housekeeper,Asante Health System,"Medford, OR 97501",Onsite,Full-time,Full-time,"Environmental Services Assistant/Housekeeper- ARRMC

Additional Position Details: We currently have full time, part time and on-call positions available.
Salary: The typical starting range is $16.00 and up (based on qualifications and years of relevant experience). Plus, you will receive extra pay (shift differentials) for swing, night, and weekend hours.
$1.04 extra per hour between 3:00pm and 11:00pm
$1.90 extra per hour between 11:00pm and 7:00am
$.88 extra per hour for weekend shifts
External candidates may be eligible for a Recruitment Bonus who are hired into a full time or part time position!

As a Housekeeper at Asante, you will have the opportunity to:
Work collaboratively with the Environmental Services team to keep Asante buildings safe and clean
Create a positive patient experience through daily interactions with patients and their families
Perform a variety of general cleaning tasks to maintain patient rooms, waiting rooms, administrative offices, and other hospital/non-hospital areas

QUALIFICATIONS
Education
High school diploma or equivalent is preferred

Experience
One year of institutional cleaning experience is preferred

Required Skills
A positive, professional, and caring attitude in dealing with patients and their families, hospital staff, visitors, and peers
Good organizational skills
Ability to work independently and be self-motivated and directed
A cooperative effort toward team concepts
Ability to read, write, and comprehend English

Working Environment / Physical Requirements
This position requires continuous physical exertion including the ability to lift, push or pull over 50 pounds, bending and stretching and other awkward physical movements.
In addition, exposure to blood and bodily fluids is to be expected.

What We Offer
Competitive starting wage
Comprehensive benefits including medical, dental, vision, and wellness
Excellent retirement package with up to 6% employer contribution
Generous Earned Time Off
Tuition reimbursement after one year of service

For Flexible Workforce (on-call) positions, we offer:
An additional 15% on top of the base hourly rate (if not an employee already in a benefited position)
Benefit option available through the Asante Flexible Workforce plan
Excellent retirement package with up to a 6% employer contribution

About Asante and Southern Oregon
Asante is a local, community owned and governed, not-for-profit organization that provides comprehensive health care services to more than 550,000 people in a nine-county area of Southern Oregon and Northern California. It includes Asante Ashland Community Hospital in Ashland, Asante Rogue Regional Medical Center in Medford, Asante Three Rivers Medical Center in Grants Pass, Asante Physician Partners throughout the Rogue Valley, and additional health care partnerships. Virtually all medical specialties and services are represented within an organization dedicated to providing exceptional care. With over 5,000 employees, Asante's entities offer outstanding opportunities for career advancement and professional growth. At Asante your work positively impacts your family, friends, neighbors and the community. Experience the difference in how you work, how you live and how you connect.

At Asante we are defined by our values -traits that guide us as we serve patients and the community:

Excellence - Respect - Honesty - Service - Teamwork

Asante is an equal opportunity employer. We are committed to employ and advance in employment women, minorities, qualified individuals with disabilities and protected veterans.",Housekeeper,Service
Hotel Housekeeper,Luxurban Hotels Inc.,"1000 29th Street NW, Washington, DC 20007",Onsite,$20 - $25 ,n hour - Full-time,"About LuxUrban Hotels
LuxUrban Hotels serves guests across major metropolitan cities in the U.S. We leverage technology to identify, acquire, manage, and market hotel rooms to business and vacation travelers under the consumer brand, LuxUrban.
About Georgetown Residences by LuxUrban Hotels
Georgetown Suites Harbour is located in Georgetown, a neighborhood in Washington, and is in a shopping district and near a metro station. Notable landmarks in the area include the White House and Arlington National Cemetery, and travelers wishing to experience a bit of culture can try the National Museum of African American History and Culture. Looking to enjoy an event or a game while in town? See what's happening at Capital One Arena or Nationals Park. Spend some time exploring the area's activities, including golfing.
Job description
Hotel Housekeeper
Performs cleaning duties in all guest areas and back of house.
Consistently offers professional, friendly, and engaging service.
Ensures housekeeping departmental standards are followed.
Responds timely to guests’ special requests for miscellaneous items like cribs, cots, extra towels, etc.
Maintains inventory of necessary supplies.
Reports necessary maintenance items.
Follows departmental policies and procedures.
Follows all safety and sanitation policies
Assists other departments when needed to ensure optimum service to guests.
Performs additional duties as needed to include, but not limited to: dusting and sanitizing furniture equipment mirrors and fixtures, washing windows, walls, ceilings, vents and light fixtures, sweeping, restocking restrooms, and reporting repairs.
Removes waste by collecting, transporting soiled linen, emptying trash containers.
Keeps equipment associated with the job clean and orderly, and reports equipment failures or other mechanical issues to maintenance staff. Maintains safe working environment and provides quality service by complying with procedures, rules, and regulations, and meeting departmental quality standards.
Consistently demonstrates the ability to meet time schedules and deadlines.
Job Type: Full-time
Schedule:
Day shift
Evening shift
Holidays
Overnight shift
Weekend availability
Ability to commute/relocate:
New York : Reliably commute or planning to relocate before starting work (Required)
Education:
High school or equivalent (Required)
Experience:
Cleaning: 1 year (Required)
Hospitality: 1 year (Required)
Hotel experience: 1 year (Required)
Shift availability:
Day Shift (Preferred)
Night Shift (Preferred)
Overnight Shift (Preferred)
Work Location: One location
Job Type: Full-time
Pay: $20.00 - $25.00 per hour
Benefits:
Dental insurance
Health insurance
Vision insurance
Shift:
10 hour shift
8 hour shift
Work Location: In person

Health insurance",Housekeeper,Service
Housekeeper,MaidPro,"1806 W Stassney Ln, Austin, TX 78745",Onsite,$20 - $22 ,rt-time,"MaidPro is hiring professional house cleaners!
Get paid more for your exceptional skills
Start at $20-22/hr plus tips + Teledoc + W4 Hired Employee- No Contract. Meaning we pay a portion of your taxes and you will actually get paid for the full time you work.
Work independently with the same clients, so that you spend less time traveling get tipped more by developing relationships with your regular clients!!!
Call or text now: 512-590-7745
Be an essential part of an essential business. In today's challenging times, residential cleaning is an essential service that continues to offer employment opportunities. More than ever, good hygiene and disinfecting are important to people's well-being. There is no better time than now to start your career in the cleaning industry. We are a professional cleaning company that has been cleaning and disinfecting homes for 7 years in Austin, Texas. We are looking for individuals who are ready to stand with us to keep our customers' homes [and work places] clean and disinfected. Of course, we will ensure your safety to the best of our ability by providing high-quality personal protection equipment (PPE) and COVID-19-specific training.

Likes to clean (No cleaning experience required!)
Hard working and reliable
Likes making customers happy
Comfortable driving your own vehicle to and from cleans
Available Monday through Friday 8:30am-5:00pm
Willing and able to work in homes that have pets
Must be able to lift up to 25 lbs as needed",Housekeeper,Service
Room Attendant - $20.00/Hour,Peppermill Reno,"2707 S Virginia St, Reno, NV 89502",Onsite,$20 ,n hour - Full-time,"This position starts at $20.00 per hour.
The Room Attendant is responsible for cleaning guest rooms upon check out as well as during a guests stay. The Room Attendant position is a key role within the housekeeping department and the company when creating a memorable guest experience. Individuals who want to work in an exciting and dynamic environment are encouraged to apply.
Qualifications:
A fun attitude.
Contagious smile.
Desire to work with people.
Lift 20 pounds on a consistent basis.
Must be at least 18 years of age.
Ability to communicate effectively in English.
Providing the best hotel service and amenities is an art that the Peppermill Reno has perfected over 50 years.
Peppermill employees are given the tools from the first day to make a difference and be a part of meaningful experiences with guests and fellow employees.
We offer a competitive benefits package which includes free employee covered parking, company provided uniforms and laundry, a free daily meal, comprehensive medical, dental, vision after 90 days of employment and much more.
Join our family at Peppermill and work with the most amazing individuals Northern Nevada has to offer.",Housekeeper,Service
Housekeeper,TownePlace Suites by Marriott San Luis Obispo,"1301 Calle Joaquin, San Luis Obispo, CA 93405",Onsite,From $18 ,rt-time,"Responsible for cleaning guest rooms, maintaining a clean and positive appearance. Responsible for the cleanliness on his/her area.
Job Type: Part-time
Pay: From $18.00 per hour
Benefits:
Dental insurance
Health insurance
Paid time off
Schedule:
8 hour shift
Ability to commute/relocate:
San Luis Obispo, CA 93405: Reliably commute or planning to relocate before starting work (Required)
Work Location: One location

Health insurance",Housekeeper,Service
Housekeeper,WaterWalk Plymouth,"10000 59th Ave N, Plymouth, MN 55442",Onsite,$16 ,"ct, Internship","SUMMARY
Location: Waterwalk Plymouth
Position Type: Non-Management
The starting pay rate for this position is $16.00 per hour.
Our team is looking to add a Housekeeper to be responsible for the overall cleanliness of the hotel, ensuring guest satisfaction, and meeting product quality standards.
This position may require flexible scheduling availability.
Job Requirements:
Provide basic housekeeping duties including changing the sheets, changing and arranging the towels, restocking toilet supplies, vacuuming, dusting, cleaning, and rearranging the room after guests check out
Ensure all rooms are cared for according to brand and IHM standards
Notify supervisors of any damages, deficits, and/or disturbances
Job Qualifications:
Highly motivated team player with strong initiative and desire for achievement
Must be effective in handling problems in the workplace including anticipating, preventing, identifying, and solving problems as necessary
Ability to work well in stressful situations
Readily available and approachable for all guests while providing excellent guest service

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to stand, sit or walk for an extended period of time. While performing the duties of this job, the employee is regularly required to lift and/or move up to 10 pounds and frequently lift and/or move up to 25 pounds.

Training:
Island Hospitality is committed to employee development and displays that commitment with a formalized training and development program providing a clear path for any employee with a desire and aptitude to thrive in the hospitality business. As team members join Island Hospitality from other organizations they too can build on that prior experience and find further growth opportunities within our company by utilizing the tools and resources offered.
Team Member Wellness Program: How We Thank You For All You Bring To The Team
Rewarding Benefits Package:
Healthcare including Medical, Dental, and Vision Insurance
HSA & FSA plans available!
Dependent care FSA
Identity Theft Protection Insurance
Commuter benefits including transit & parking
Pet Insurance
PTO and Payroll Incentives for Annual Wellness Exams
Employee Assistance Program
Wellness Subscriptions including access to gyms, financial planning, counseling, and legal services
Paid Sick and Vacation Time
Family Leave
401(k) Retirement plan - IHM Matches 100% up to 3% of your salary and an extra 50% on the next 2% of your salary. 401(k) is fully vested upon the first contribution
Rewarding Hard Work:
Incentive based bonus program
Free room nights at our hotels and employee discounts within your hotel brand
Discounts for friends and family within your hotel brand
Team Member of the Month, Quarter, and Year recognition and bonus
Discounted tickets to theme parks, musicals, movies, and more through Tickets at Work
Career Growth through our in-house training program with a path personalized to your desired goals
Referral bonus program to ANY of our locations


Equal Opportunity Employer",Housekeeper,Service
House Cleaner/Housekeeper,MB's Cleaning Service,"Saint Paul, MN",Onsite,$19 - $24 ,n hour - Full-time,"MB's Cleaning Services has been in business for 27 years - We are a proud, locally Woman-Owned Small Business that's Rooted in the Community. Our employees stay with us for a long time because we KNOW that you deserve a great place to work!
Do you want to:
Work for a kind boss
Get paid what you're worth
Get paid on-time
Have a great working environment
No nights or weekends required
We are looking for motivated people who love house cleaning, are dependable, thorough, friendly and have an eye for detail! Work closely with our technicians as they teach you how to make top pay in a few weeks time. You are in control of how much you make - the more motivated you are, the more money you'll make.
If you feel you're a great fit, we'd love you to apply to be a part of our MB's Cleaning family! We look forward to meeting you!
Details about the job:
Residential Home Cleaning
Hours: Mon-Fri, 8am-4pm (with the ability to finish early)
We are a great fit for anyone having had previous employment as: Day Care Teacher, Residential Cleaner, Hotel Housekeeping (Room Attendant), Certified Nursing Assistant (CNA), Home Health Aide, Personal Care Assistant (PCA).
Job Type: Full-time
Pay: $19.00 - $24.00 per hour
Schedule:
8 hour shift
Work Location: On the road",Housekeeper,Service
House Cleaner/Housekeeper (Up to $1000 / Week),Maid Kept,"Atlanta, GA",Onsite,$16.50 - $25.00 ,ct,"WELCOME!
We are so excited to be recruiting more housekeepers in Atlanta. If you enjoy cleaning, working independently, and having a work-life balance then this may be for you!
Create your own schedule, and get paid up to $1000/ per week + TIPS!
LOOKING FOR: Professional Residential Cleaner
PAY: $16.50 - $25
LOCATION: Atlanta, GA
SHIFT: Daytime, Afternoon Typically 8-6 pm, and Night Shift
HOURS: Part Time or Full Time, if desired.
If you are ready to work somewhere you love:
Ready to make a difference in people's lives.
Get rewarded for your hard work! (Up to $1000 / Week)
Enjoy a flexible work-life balance.
Enjoy working with happy customers, and accepting tips!
Love having a flexible schedule that works for you!
Front + Backend 'Client Happiness' support!!!
Online + Phone Sales brings closed sales as job offers to YOU!!!
There's a reason the cleaners LOVE staying with us for years and we would love to show you why!
Duties:
Clean residential houses, Airbnb, Vacation rental homes, and staged homes
Clean kitchen, living room, dining room, dusting, mopping, sweeping, etc.
Do an assessment prior to cleaning to set the client's expectation
Must work independently and work smart
Requirements:
Paid House Cleaning Experience especially in Atlanta, GA
Reliable Transportation
Cleaning Supplies & Equipment
Smart Phone
Enjoy working with a 5 Star Cleaning Service and Join Our Company Today!
Job Types: Part-time, Contract
Pay: $16.50 - $25.00 per hour
Benefits:
Flexible schedule
Schedule:
8 hour shift
Evening shift
Monday to Friday
Night shift
Weekend availability
Supplemental pay types:
Tips
Work Location: On the road",Housekeeper,Service
Child Care Housekeeper/ Janitor,La Petite Academy,"1350 Blairs Ferry Rd NE, Cedar Rapids, IA 52402",Onsite,N,ct,"Join a strong community where all we do is care-for the children and families we serve every day, as well as for our dedicated team members. Our people are our best asset. We listen and we know what you're looking for:
You want benefits. We support you with a minimum 50% childcare discount, immediate access to benefits, innovative health programs, 401(k) company match, and much more.
You want balance. We offer flexible schedules that work for you, no nights or weekends, the ability to bring your children to work with you, and paid time off.
You want opportunity. We invest in your future with ongoing training, tuition reimbursement, credential assistance, and our unique Master Teacher Program.
You want recognition. We provide a positive, fun workplace where employees are appreciated.

This is more than just a daycare job, it’s a journey. Our top priority is the health and safety of the children in our care. Our Housekeeping Aides are integral to the success of the childcare center by managing the organization and cleanliness that enables children to learn and grow in their environment.
As a Housekeeping Aide, you:
Keep things fresh! Work to keep the building, classrooms, and playground in a clean, safe, orderly condition. Completes janitorial tasks such as vacuuming, mopping, dusting, cleaning windows, and restrooms. Gathers and empty trash.
Keep things working! Assist in cleaning school equipment, furniture, fixtures, and walls. Clean restrooms and refill dispensers.
Keep things festive! Assist with putting up and removing seasonal decorations and displays throughout the year.
Job Requirements:
Comfortable working around children
Willingness to learn and grow in a team environment
Must meet state requirements for education and our center/school requirements.
Learning Care Group is an equal opportunity employer and will not discriminate against an employee or applicant based on race, color, religion, national origin or ancestry, sex, age, physical or mental disability, veteran or military status, genetic information, sexual orientation, gender identity, gender expression, marital status or any other protected status under federal, state, or local law.",Housekeeper,Service
Housekeeper-CDH,Northwestern Medicine,"25 North Winfield Road, Winfield, IL 60190",Onsite,Full-time,Full-time,"Benefits
$10,000 Tuition Reimbursement per year ($5,700 part-time)
$6,000 Student Loan Repayment ($3,000 part-time)
$1,000 Professional Development per year ($500 part-time)
$250 Wellbeing Fund per year($125 for part-time)
Annual Employee Merit Increase and Incentive Bonus
Paid time off and Holiday pay
Description
The EVS Tech reflects the mission, vision, and values of NMHC, adheres to the organizations Code of Ethics and Corporate Compliance Program, and complies with all relevant policies, procedures, guidelines and all other regulatory and accreditation standards.
$3,000.00 Sign-On Bonus
Internal employees and rehires are not eligible for rehire.
hours are 8am-4:30pm and every other weekend
Responsibilities:
Cleans and maintains patient rooms, offices, public areas, treatment rooms, and other assigned areas daily, including collecting and removing trash, changing bed linens, and sanitizing all surfaces.
Follows policies and procedures on patient isolation and contact precautions as necessary.
Stocks paper items and other supplies in assigned areas as necessary or designated.
Maintains cart and equipment in clean, working condition and stores in appropriate storage area.
Promotes safety in the workplace.
Uses wet floor signs, PPE, not leaving housekeeping cart or supplies unattended.
Uses chemicals and equipment in an effective and safe manner.
Uses appropriate chemicals, diluted at the correct ratio, in properly labeled containers.
Notifies supervisor of equipment needing repairs.
Reports all safety hazards to manager.
Communicates to supervisor any issues, including inability to complete schedule and is proactive in dealing with observed deficiencies (reports issues/work requests to supervisor/manager or Call Center, picks up debris outside of regular work area).
Establishes and maintains interpersonal relationship with hospital personnel, while assuring confidentiality of patient information.
Exhibits the ability to articulate designed scripting model to each customer we serve.
Uses organizational and unit/department resources efficiently.
Manages work schedule efficiently, completing tasks and assignments on time.
Contributes to opportunities and processes for continuous improvement.
Participates in efforts to reduce costs, streamline work processes, improve and grow services we provide.
Presents a friendly, approachable, professional demeanor and appearance.
Provides accurate information and timely updates to patients and customers.
Addresses questions and concerns promptly, or identifies appropriate person and resources to do so.
Provides directions or help to patients and customers with finding their way.
Uses effective service recovery skills to solve problems or service breakdowns when they occur.
Demonstrates teamwork by helping co-workers within and across departments.
Communicates effectively with others, respects diverse opinions and styles, and acknowledges the assistance and contributions of others.
AA/EOE.
Qualifications
Required:
High School Diploma or equivalent; or in lieu of high school diploma/GED, must have a minimum of one year of environmental services, housekeeping, janitorial or related experience.
Must exhibit the ability to follow oral and written instructions.
Must be able to communicate effectively with patients, visitors and staff.
Must be able to use the proper tracking and communication tools utilized by department.
Must be able to work independently.
Preferred:
Three years of environmental services experience in a healthcare or hospitality environment.
Equal Opportunity
Northwestern Medicine is an affirmative action/equal opportunity employer and does not discriminate in hiring or employment on the basis of age, sex, race, color, religion, national origin, gender identity, veteran status, disability, sexual orientation or any other protected status.",Housekeeper,Service
Housekeeper,University of North Carolina at Chapel Hill,"Chapel Hill, NC 27599",Onsite,"$31,200 - $34,969 ",r - Full-time,"Posting Information
Department
FS-Housekeeping Svcs-Zone 10-242010

Career Area
Housekeeping and General Services

Is this an internal only recruitment?
No

Posting Open Date
02/16/2023

Application Deadline
04/14/2023

Position Type
Permanent Staff (SHRA)

Position Title
Bldg & Env Services Technician - Contributing

Salary Grade Equivalent
GN02

Working Title
Housekeeper

Position Number
00033189, 00009939, 20053470, 20053471, 20053472, 20053473, 20053474, 20053475

Vacancy ID
P016929

Full-time/Part-time Permanent/Time-Limited
Full-Time Permanent

If time-limited, estimated duration of appointment

Hours per week
40

Work Schedule
M-F, 4:00 PM – 12:30 AM

Work Location
Chapel Hill, NC

Position Location
North Carolina, US

Hiring Range
$31,200 - $34,969

Pay Band Information
To learn more about the pay band for this branch and role, please see the Career Banding rates spreadsheet.

Position Summary Information
Primary Purpose of Organizational Unit
Housekeeping Services is comprised of a staff of more than 400 employees who provide cleaning service and floor care to more than 40,000 campus customers in the maintenance and operation of the University’s 18 million plus square feet over 300 teaching, research, medical, administrative, residential, athletic and library buildings. Housekeeping Services is committed to fostering a culture of civility and respect for its diverse workforce as part of its commitment to being a leading building and environment services organization within a leading public institution.

Position Summary
A SIGN -ON BONUS OF $3,120 IS AVAILABLE FOR THE SUCCESSFUL APPLICANT OF THIS POSITION PAID IN 2 INSTALLMENTS WITHIN 12 MONTHS OF HIRE :
$1,560 WITHIN 30 DAYS OF HIRE DATE & $1,560 12 MONTHS AFTER HIRE DATE .

THIS RECRUITMENT IS FOR EIGHT (8) BLDG & ENV SVCS TECH . BY APPLYING , YOU WILL BE CONSIDERED FOR ALL EIGHT (8) POSITIONS : 00033189, 00009939, 20053470, 20053471, 20053472, 20053473, 20053474 and 20053475

The position provides daily routine and detail cleaning of campus building interior and exterior areas, including but not limited to offices, lounges, restrooms, student housing, classrooms, laboratories, entrances, exits, and stairways. General duties include vacuuming, sweeping, mopping, dusting, and trash removal.

Porter assignments may include routine/detail cleaning of assigned work area, as well as, coverage for a broader range of buildings. Work assignments include cleaning or policing public areas (such as refreshing restrooms or cleaning after events), monitor and inventory supplies and perform emergency requests or other project assignments campus-wide, as assigned by supervisor.

Minimum Education and Experience Requirements
Demonstrated possession of the competencies necessary to perform the work. Some knowledge of cleaning procedures, ability to follow instructions and to perform medium to heavy physical work; or an equivalent combination of training and experience. NOTE: Some positions may require special licenses or certification.

Required Qualifications, Competencies, and Experience
Requires the ability to provide daily routine and detailed cleaning of assigned campus building interior and exterior areas including but not limited to offices, lounges, restrooms, student housing, classrooms, laboratories, entrances, exits and stairways. Ability to perform general duties including vacuuming, sweeping, mopping, dusting, and trash removal. Ability to adhere to safety requirements by wearing the appropriate personal protective equipment. Position is designated as an adverse weather emergency position, and the employee is subject to being placed on-call and is required to report to work in the event of an adverse weather emergency. Must have ability to report to work in the event of a public health emergency. Requires ability to understand work orders, product labels, and other written job materials; and to understand and follow instructions.

Preferred Qualifications, Competencies, and Experience
Prefer candidates with six months of institutional or commercial cleaning experience, particularly in a university or medical setting.

Experience working with commercial cleaning equipment.

Required Licenses/Certifications

Special Physical/Mental Requirements
Work is routine and repetitive in nature and may require strenuous physical exertion. Applicants must be able to move objects weighing up to 50 lbs. and climb stairs. Employees are required to adhere to safety requirements by wearing the appropriate personal protective equipment.

Campus Security Authority Responsibilities
Not Applicable.

Position/Schedule Requirements
Evening work, Exposure to Bloodborne Pathogens, Exposure to Hazardous Materials, Non-Healthcare TB exposure, Overtime occasionally, Rotating shifts occasionally, Weekend work occasionally",Housekeeper,Service
Housekeeper,Cedargate Healthcare,"Poplar Bluff, MO 63901",Onsite,N,r - Full-time,"We provide medical masks and PPE to all employees to help protect our residents, staff and their families:

HOUSEKEEPER:
This position is responsible for cleaning the facility and maintaining a safe, clean and comfortable environment for the residents.

QUALIFICATIONS:
8th grade education or equivalent.
Able to follow direction.
Ability to read, speak, write and understand English.
Ability to tactfully deal with facility personnel, residents, family members, visitors, etc.
Meet all health requirements imposed by law.
DUTIES AND RESPONSIBILITIES:
Performs work schedules and assignments
Clean assigned areas and equipment proceeding in orderly fashion and doing a complete job.
Complete routine, terminal and deep cleaning tasks as assigned and in a manner that provides a safe, sanitary and comfortable environment.
During tour of duty, monitor and maintain location of chemicals to ensure they are left in a safe location that prohibits access by residents.
Discards waste and trash into proper containers and relines receptacles with approved liners.
Cleans, stocks and maintains housekeeping carts.
Advises Environmental Services Director on supply, equipment and general environmental service needs.
Responsible for the care and use of supplies and maintenance of equipment used in performance of duties.
Regular inspection of property and equipment for compliance with safety regulations. Reports repair needs immediately to Maintenance.
Follow established safety and infection control procedures.
Participates in all required inservice training.
Maintains safe working conditions and follows dress code.
Reports to supervisor all complaints and grievances made by residents, families and visiting individuals.
Adheres to and promotes Code of Conduct.
All other duties as assigned.",Housekeeper,Service
