Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
Machine Learning Ops Engineer,Patrick J McGovern Foundation,Remote,Onsite,"$108,000 - $145,000 ",r,"The Patrick J. McGovern Foundation (PJMF) is a private foundation dedicated to advancing artificial intelligence and data science solutions to create a thriving, equitable, and sustainable future for all. PJMF works in partnership with public, private and social institutions to drive progress on our most pressing challenges, including digital health, climate change, broad digital access, and data maturity in the social sector.

For more information, please visit our website at https://www.mcgovern.org/. Core to PJMF’s mission is inclusion, diversity, equity, and accessibility (IDEA). We apply the IDEA framework to all we do, from growing a diverse team within the foundation to coalition building with organizations and people around the world, and to democratizing the development and rewards of AI and data.

About the Role:

PJMF’s Data Practice team connects nonprofit organizations worldwide with expert technical guidance and practical hands-on experience using advanced data approaches and tools that can simultaneously move a nonprofit forward on its data journey while unlocking new pathways to impact. The team’s approach is issue-, tech-, and region-agnostic, creating an open space for nonprofits to explore the data solutions best suited to their work, communities, and contexts – rather than limiting choices to the data solutions most accessible to them in the near term.

PJMF’s Data Practice seeks a civic-minded, socially-conscious, and industry-experienced MLOps Engineer to join its team of technical leads and program implementation specialists in supporting nonprofit grant partners as they progress their respective data journeys. Data Practice grant partnerships are high-touch engagements between nonprofit staff with varying levels of data expertise and experienced PJMF data practitioners with industry-level skill sets. Over the course of each calendar year, Data Practice operations run on two tracks: implementation of Data Practice programs with grant partners selected in the previous calendar year, and strategy development and selection of grant and implementation partners for the next calendar year. Data Practice technical and program staff collaborate closely to both select Data Practice partners and implement Data Practice programs.

In this role, you will join the team’s Data Scientist, Cloud Engineer, and Data Engineer as a Data Practice technical lead, providing a combination of ML/DevOps instruction, mentorship, and guidance to nonprofits seeking to explore the value of integrating advanced data tools and approaches into their work. The Data Practice’s MLOps Engineer will be expected to serve as a trusted advisor to individual grant partners, with a willingness to both troubleshoot acute data challenges and engage in the co-creation of solutions designed for longer-term impact.

Relationship management, facilitated by both technical leads and program implementation specialists on the Data Practice team, is critical to creating the trusted environment required to enable and document learning between the Foundation and its grant partners, and among the grant partners themselves. We seek candidates with sharp communication skills, patience, discretion, awareness of the contexts and constraints commonly experienced by nonprofits, and a commitment to knowledge capture and continuous learning. This position will report to the Director, Data Practice.
How you will make an impact:
Advise grant partners on technology selection, software architecture design, security practices, and implementation, including productionization and scalable deployment of machine learning models and data-enabled applications
Regularly learn and implement new technologies, and play an active advisory role in developing, proving out, and (re)assessing solutions under exploration by grant partners
Lead scoping exercises with prospective and current grant partners on stability, application delivery, and availability
Maintain a strong security awareness through frequent software architecture design reviews
Keep up-to-date with latest developments in machine learning and DevOps, particularly with regard to cloud services and the use of data technology by nonprofits, and share your knowledge with the Data Practice team and grant partners
Assist in evaluating the reliability, accuracy, and cost-effectiveness of machine learning models and work with grant partners to identify areas of improvement
Work with individual nonprofits to connect the gap from development to production for ML and natural language processing (NLP) models under the constraints of scalability, correctness, maintainability, and efficiency
Develop scripts and processes to optimize and automate ML and NLP models in production within the cloud and bring subject matter expertise about data storage and object-oriented programing
Develop strategies to track model performance and drift, identifying models that need to be retrained
What you will need to succeed:
""Data for Good"". Understanding of / interest in the use of responsible AI for international development or social/environmental impact work
Knowledge and Expertise. MLOps experience automating processes, using data to make better decisions, using software to make processes more efficient, improving the quality of the product or service provided by an organization, and improving speed of delivery
Strategic Mindset. Systems thinker capable of analyzing and distilling observations, ideas, and feedback into team notes, memos, and slide presentations
Context Awareness & Spirit of Inquiry. Familiarity with the institutions and networks most relevant to our work. Empathy for the challenges – data or otherwise – nonprofits face in delivering impact. Desire to learn together with and from, rather than preach to, partners.
Thoughtfulness. Be a thoughtful, responsible representative of the Foundation and remain mindful of power dynamics when interacting with external stakeholders. Proactively identify potential issues or roadblocks in external relationships and follow team norms when addressing them
Creativity. Ability to see an opportunity beyond the status quo and develop a roadmap to get there
Adaptability. Entrepreneurial spirit and the ability to transition between independent, project-based, and team-based work with ease from a remote location
Teamwork. Self-management skills and ability to work as part of a nimble and fast-moving team; strong multitasking and parallel development abilities
100% Remote. Desire to work remotely, but not alone - with mature, socially minded professionals
Work eligibility. Applicants must be authorized to work for any employer in the U.S. We are unable to sponsor or take over sponsorship of an employment Visa at this time.
Tech experience you will need to succeed:
Extensive knowledge & experience with Git, Linux system administration, Kubernetes/Docker, ML data pipelines, databases (SQL, NoSQL, RDS, CloudSQL, DynamoDB, Redshift, etc.), cloud services (at least AWS and/or GCP), and distributed systems
Ability to code in multiple languages (Python and SQL; R, Java, or others as well)
Strong communication and problem-solving skills with the ability to discuss projects with colleagues who have limited knowledge of ML/DevOps techniques and tools
Ability to oversee and provide input regarding infrastructure design and maintenance
What we offer:
Competitive Salary – Anticipated starting salary of $108,000 - $145,000 with flexibility based on experience
Health Coverage – Foundation-paid medical, dental, and vision insurance for employees, spouses/domestic partners, and dependents. HSA/FSA plans, life insurance, and short- and long-term disability coverage
Long-term Rewards – 401(k) retirement plan with generous matching up to 6% of annual pay, plus an additional discretionary match at the end of year
Flexible PTO – Unlimited paid time off, which allows team members to take the time they need for vacation or illness so they can return to work able to contribute fully to our mission. The foundation recognizes 11 paid national holidays per year and may also announce closure for local, regional, or state holidays
Remote Work Environment – Ability to work 100% remotely, but not alone - with mature, socially minded professionals
Wellness Support – Access to Ginger, Gympass, Headspace, and SmartSpend Plus, along with financial well-being providers
Parental Leave – Up to 6 months of gender-neutral paid leave for parents and caregivers when they have a new addition to their families
Learning Reimbursements – Foundation policy encouraging employees to explore development opportunities such as peer learning, internal trainings, and external activities; savings on student loans (available via insurance provider)
Philanthropic Gift Matching – opportunity for team members to support vulnerable communities, reflecting PJMF’s commitment to social impact
The attributes listed above represent our current thinking for the role. You can be a great candidate even if you don't fit everything we've described below. You can also have important skills we haven't thought of. If that's you - even if you’re on the fence - we encourage you to apply and tell us about yourself!

We have built an environment that celebrates the differences in backgrounds and experiences. PJMF invests in activities that lead to greater inclusion, diversity, equity, and accessibility in how AI and data are conceptualized, developed, applied, and deployed. We are applying the same framework as our team grows and expands. We are an equal opportunity employer and we especially encourage and invite members of traditionally underrepresented communities to apply.

All PJMF team members must be fully vaccinated against COVID-19.",Data science,Software Development
Machine Learning Engineer,Knacks Star LLC,"Charlotte, NC",Onsite,Contr,ct,"Sr. ML Engineer - Onsite
Location: Charlotte, NC (Onsite)
Contract: Long-term
JOB DESCRIPTION:
Must have a clear understanding of the Machine Learning Model Lifecycle and implementation.
Should be aware of Model Deployment strategies and implementation.
Should research, modify, and apply ML Engineering principles to Data Science models and prototypes.
Should be an expert in prototyping and experimentation.
Should create (or understand) architecture and designs for MLOps-based model integrations.
Perform ML Model Training, Retraining with the latest/updated data.
Tune Model Hyperparameters (if required) and justify with business and technical explanations.
Should be able to integrate Machine Learning model with existing application/workflow as APIs.
Must have knowledge of Model Serving frameworks, Containerization, Kubernetes, AWS or GCP or Azure.
Should be able to investigate, test, and put into practice appropriate ML tools and algorithms.
Should be able to evaluate the application use cases and problem-solving potential of ML algorithms and rank them according to success likelihood.
Job Type: Contract
Schedule:
Monday to Friday
Ability to commute/relocate:
Charlotte, NC: Reliably commute or planning to relocate before starting work (Required)
Work Location: One location",Data science,Software Development
Machine Learning Engineer,The Audio Programmer,Remote,Onsite,N,ct,"Machine Learning Engineer
Remote Working
Contract or Permanent

I'm looking for a Machine Learning Engineer to join a stealth mode start up and help them build machine learning models for a music / audio related project.

This is a VC-backed start up with plenty of resource, knowledge and ambition to build something truly great.

This Machine Learning Engineer role is one of their first crucial hires, focussed on taking their technology from concept to MVP in the short term, and with the long term opportunity to be part of a game-changing company in the music tech world.

I'm therefore looking for a Machine Learning Engineer who has experience working with music / audio projects and is comfortable taking a lead role in product development.",Data science,Software Development
Machine Learning Engineer,Adobe,"San Jose, CA 95110",Onsite,"$116,800 - $213,900 ",r - Full-time,"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

The Opportunity
Adobe is looking for a Machine Learning Engineer who has an expertise in software engineering and machine learning. In this role, you will partner with the business units to build and scale data products that address challenging business problems for Adobe’s enterprise customers.
Research, develop, and deploy large-scale machine learning solutions for business.

What you’ll Do
Work closely with data scientists, engineers, researchers, and product managers to build AI/ML solutions and Experimentation on Adobe Experience Platform
Engage with customers to understand and anticipate how machine learning can solve their business problems
Work across organizational boundaries to align on priorities and drive projects forward
Promote accomplishments across the organization, blogs, and conferences

What you need to succeed
Ph.D. or M.S. degree in Computer Science, Electrical Engineering, Statistics, Applied Mathematics, or related fields.
Proficient in one or more programming languages such as Python, Java, or Scala.
In-depth knowledge of machine learning algorithms and their applications to business problems.
Proven ability in building, deploying, measuring, and maintaining machine learning models
Proven ability in building large-scale distributed ML pipelines.
Experience with scikit-learn, pandas, ml-lib.

Preferred Qualifications
Proven track record of delivering business solutions or production software.
Experience with Apache Spark, CosmosDB, Cassandra or similar.
Familiarity with a Deep Learning framework such as TensorFlow or PyTorch.
Our compensation reflects the cost of labor across several U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $116,800 -- $213,900 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.

At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).

In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award.",Data science,Software Development
Machine Learning Engineer,IUNU,"Seattle, WA 98104",Onsite,"$120,000 - $150,000 ",r,"Machine Learning Engineer responsibilities include creating machine learning models and retraining systems. To do this job successfully, you need exceptional skills in statistics and programming. If you also have knowledge of data science and software engineering, we’d like to meet you.
 
Your ultimate goal will be to shape and build efficient self-learning applications.
 
Responsibilities
  Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
 
Requirements
  3-5 years of proven experience as a Machine Learning Engineer or similar role
Strong experience with Deep Learning
Understanding of data structures, data modelling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus
Job Type: Full-time
Pay: $120,000.00 - $150,000.00 per year",Data science,Software Development
Machine Learning Engineer,Seekr,"Carlsbad, CA",Remote,"$160,000 - $220,000 ",r,"Location: Carlsbad, California OR Fully Remote
About the Opportunity:
We are looking for a talented Machine Learning Engineer to join our team and deliver machine learning-driven products. The right candidate will work on development, deployment, and lifecycle management of machine learning models for various large-scale applications (natural language understanding, web search and ranking, recommendation, personalization, dialog/conversation management).
From your first day, you will make a valuable — and valued — contribution. We are a fast-growing company where no one is a bystander. We offer you the opportunity to delight millions of consumers around the world while gaining meaningful experience across a variety of disciplines.
Keywords:
Machine learning, natural language processing, learning-to-rank, online learning, deep learning, interactive machine learning, machine teaching, conversational agents, human computer interaction
Duties and Responsibilities:
Design, implement, and deploy machine learning algorithms.
Manage machine learning algorithm lifecycle.
Coordinate data collection and annotation efforts.
Work with real-time data and content coming from various data sources.
Manage machine learning data pipelines.
Design tests for machine learning algorithm effectiveness and performance monitoring.
Design tools and interfaces for interactive machine learning and teaching.
Research and development on cutting-edge machine learning technologies.
Qualifications and Skills:
Graduate degree in Computer Science with a strong background in machine learning required.
Strong problem-solving abilities, solid background in algorithms and data structures required.
Strong programming skills in Python and Scala required. Experience in other programming languages (eg. Java, R, Haskell) a plus.
Solid knowledge of machine learning tools (eg. scikit-learn, tensorflow, keras, pytorch, Spark MLlib) required.
Experience with distributed and streaming data technologies (eg. Hadoop, Spark, Kafka) required.
Experience with building and deploying API's with Docker and Kubernetes required.
Experience with natural processing tasks (eg. named entity recognition, language modeling, vector representations) required.
Experience with Elastic Search, Lucene a plus but not required.
Experience with ranking algorithms a plus but not required.
Experience with interactive machine learning (eg. active learning, reinforcement learning, machine teaching) a plus but not required.
The US base salary range for this role is between $160,000 and $220,000 annualized plus bonus, equity value (where applicable) and benefits. Your base pay will depend on your experience, location, skills and qualifications.
About the Company:
Seekr is a search and information evaluation company that is dedicated to addressing the problems of disinformation and bias. We put the power of reliable media consumption in the hands of the people. Our search engine and information evaluation app and web destination use machine objectivity to score any type of search result so that people know the reliability of information before they click. Instead of relying on human analysis, we use scientific rigor and multiple machine learning algorithms to reduce misinformation and manipulation.
Our environment is fast paced, requiring the ability to work autonomously, and hands on from day one, with minimal supervision in an ever-changing environment. You will need to demonstrate excellent problem-solving skills. The right mix of organizational and communication skills will be the key to success. Attention to detail and a proven ability to manage priorities are also essential. We are looking for people ready to lead by example, be selfless in your leadership across teams, collaborate with your peers, and partner with colleagues and external partners.
Company Benefits:
Working with a smart and talented team to solve the big misinformation problems in news we currently face
Exciting and cutting-edge technologies at scale
100% remote position - work from where you like
Highly competitive salary
Company investment in training, certifications, and your professional development
Company Bonus Plan
Employee Equity Program
401k Retirement plan with matching
Medical, Dental and Vision Insurance for you and your family
Life Insurance / Disability
Unlimited PTO
13 Paid Holidays
Employee Assistance Program",Data science,Software Development
Sr. Machine Learning Engineer - Generative Modeling (Remote),Fable,Remote,Onsite,"$120,000 - $180,000 ",r - Full-time,"Fable is a mission-driven start-up based in Silicon Valley, founded in 2019 by global tech industry veteran Padmasree Warrior.

️ PURPOSE
We are building Fable because stress, anxiety, depression, and social isolation are on the rise and affecting people globally, across all age and income levels — and we can help. Stories promote empathy, emotional intelligence, and other cognitive abilities that can lead to better mental health. Just 30 minutes of reading every day can improve our mental well-being. Fable helps our community make reading a daily healthy habit. Community members enjoy the many benefits of reading while making deeper human connections with other readers. We are backed by top investors, including Redpoint Ventures, Tiger Global, M13, Gaingels, and notable angel investors who believe in our mission and team.

\uD83C\uDFD7 WHAT WE ARE BUILDING
Fable is a community-powered platform for discovering, reading, and discussing books, articles, and podcasts, for deeper connections, upskilling, and mental wellness.

Social Reading
Fable makes it easy for people to discover, join and build communities to read together based on their interest graph. Fable members read together, sharing highlights, comments and insights. We make reading interactive and fun in the Fable eReader.

Organized Reading
Fable helps people organize all of their reading in one central place. Members can create reading “Lists,” share their lists, follow other members, import their reading lists from other platforms, and rate and review books. We make personalized recommendations based on your reading preferences.

Healthy Habits
Every day, Fable helps members set and reach their reading goals to reap the wellness benefits of reading. Our communities set their own milestones to pace themselves and fill the micro-moments in their lives with stories.

\uD83E\uDD39 ROLE
We are looking for an experienced Machine Learning engineer with a deep understanding and/or interest in generative modeling, Natural Language Processing (NLP), and Large Language Models (LLMs).

\uD83D\uDCAA\uD83C\uDFFD WHAT YOU WILL DO

Develop ML/AI models based on text data using our catalog of more than 1 Million books!
Work with latest technologies in generative AI including GPT-3, ChatGPT, and text-to-image models such as Stable Diffusion.
Develop models to improve the prompts that are input into generative models, and models that incorporate and learn from human feedback.
Embed ML into the Fable product to provide a differentiated reading experience in our state-of-the-art eBook reader.
Partner closely with the Product and Engineering teams to test out prototypes in the product with real users.
Discover new opportunities for ML/AI and be an advocate of data-driven thinking at the company!
✔️ SKILLS YOU WILL NEED

Thought leadership to ideate with business leaders, identify areas of opportunity, and influence decisions
Curiosity to understand business needs and translate them to the right questions to ask of the data
Ability to come up with insights from data and influence stakeholders to take action
Excellent partnership and communication skills
Expertise in ML, including deep learning, NLP, LLMs, and other generative modeling techniques.

\uD83D\uDE0A IS THIS YOU?

You're self-motivated, and take ownership and responsibility
You love working with smart, fun, sincere and dedicated peers
You want to be the one to make it happen
You are resilient and can cope with ambiguity
Comfortable in a fast-paced and at times unpredictable start-up environment
Big plus if you have a love for stories and reading!

\uD83D\uDC50\uD83C\uDFFD YOUR TEAM AT FABLE
At Fable, you'll join a passionate, high-performing and empathetic team of people who love stories. We are proud to work on a purpose-driven product with a mission of improving mental wellness. We are a tech company with the soul of an artist. We are an early-stage startup and as such a constant work in progress. We have no time for bureaucracy and are looking for leaders, not spectators. We listen, understand, and consider before we judge. We are committed to diversity and inclusion, and have a set of values that are an integral part of our company culture. Please check out our diversity and inclusion manifesto and company values here.

\uD83D\uDD11 WHY WORK AT FABLE
This is a unique opportunity if you are looking to join a small team making a big impact, and work on a fast-growing product while having fun along the way.

- Annual Base Pay for this role: $120k - $180k (dependent on location and commensurate with experience)
Competitive stock options
Comprehensive health and dental plans
Flexible vacation days
Self contributing 401k
Open and transparent culture
Parental leave (we believe in life integration not just work-life balance)
Work from anywhere, any time

WANT TO LEARN MORE ABOUT FABLE?
Check out our Founder’s message, meet our team and read our principles to make sure we are right for you
Read more about Fable in Fortune and Marie Claire
Listen to our Founder talk about mental wellness and stories
Top 50 seed companies to work for 2021
We are an equal opportunity employer and embrace diversity at our company. We do not discriminate by race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We are a gender-balanced team committed to diversity and an inclusive environment.",Data science,Software Development
SRE with machine learning,Intone Networks,"Sunnyvale, CA",Onsite,N,r - Full-time,"Title: SRE with machine learning Need to sit in Sunnyvale -need to convert without sponsorship Qualifications: • Experience in Graph QL. • Experience with distributed version control (Git) • Good experience in Developing back-end components, services, and APIs. • Experience in designing, investigating, analyzing, and troubleshooting large-scale enterprise systems. • Familiarity with continuous integration/deployment processes and tools such as Jenkins, Maven, Nexus, etc., • Data modelling • Previous experience as SRE",Data science,Software Development
AI Training for Writers,Remo,"Philadelphia, PA",Remote,$15 - $25 ,nce,"Freelance Writer

Are you interested in helping to train AI models to become better writers?
How it works:
We have several open projects where we are looking for talented writers to help train generative artificial intelligence models to become better writers.
You can work on all of our projects remotely. Hours are flexible, so you can work whenever is best for you.
Your earnings from ongoing projects are sent out weekly.
All you have to do is apply to this opportunity, and we will reach out to you with next steps if it's a good mutual fit.
You Will:
Work on various writing projects to train generative AI models.
Some examples of projects you might work on:
Rank a series of responses that were produced by an AI model.
Based on a given topic, write a short story about that topic.
Assess whether a piece of text produced by an AI model is factually accurate or not.
Preferred Qualifications:
These are not must-have qualifications! You should apply if you meet any of these (or anything similar you think makes you a good fit).
Enrollment or completion of an undergraduate program in a humanities field or field related to writing
Enrollment or completion in a graduate program related to creative writing
Experience writing professionally (copywriter, journalist, technical writer, editor, etc.)
Earnings & Duration:
Earnings: Variable (earnings are set on a per-task basis, with equivalent hourly rates ranging from approximately $15/hr to $25/hr)
Location: Remote (must be authorized to work in your region). Available regions listed below:
US States: Alabama, Alaska, Arizona, Arkansas, Colorado, Delaware, District of Columbia, Florida, Georgia, Idaho, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Mexico, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, West Virginia, Wyoming
Countries: Mexico, India, South Africa, Poland, Argentina, Brazil
Duration: Variable depending on project length, flexible hours

This opportunity involves contracting for a Scale affiliate: Smart Ecosystem, Inc.
PLEASE NOTE: We collect, retain and use personal data for our professional business purposes, including notifying you of job opportunities that may be of interest. We limit the personal data we collect to that which we believe is appropriate and necessary to manage applicants' needs, provide our services, and comply with applicable laws. Any information we collect in connection with your application will be treated in accordance with our internal policies and programs designed to protect personal data.",Data science,Software Development
Machine Learning Engineer,SourceFuse,"Tampa, FL",Remote,"$120,000 - $140,000 ",r - Full-time,"We are looking for a highly skilled and experienced engineer to join our team and help us
build and deploy machine learning models on AWS.
The ideal candidate will have a strong background in machine learning, data science, and
Python programming, as well as experience working with AWS and deploying web
applications using Python frameworks such as FastAPI or Flask.
In this role, you will be responsible for developing and implementing machine learning
models and algorithms to solve complex business problems and support our data-driven
decision-making processes. You will work closely with our data science team to research
and prototype new models, as well as with our engineering team to integrate the models
into our AWS-based systems and applications.
To be successful in this position, you should have a strong understanding of machine
learning concepts and techniques, as well as experience working with popular Python
libraries such as NumPy, Pandas, and Scikit-learn. You should also have experience
deploying and scaling web applications on AWS, and be familiar with AWS services such as
EC2, S3, and Lambda.
Key responsibilities for this role include:
● Develop and implement machine learning models and algorithms to support our business objectives and data-driven decision-making processes
● Collaborate with our data science team to research and prototype new models
● Integrate machine learning models into our AWS-based systems and applications using Python frameworks such as FastAPI or Flask
● Monitor and optimize the performance and reliability of our machine learning models in production
● Troubleshoot and resolve issues with our machine learning models and deployments
● Stay up to date with the latest developments in machine learning and AWS technologies, and identify opportunities to improve our processes and systems.
Qualifications and Must have’s:
● Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field. ● 3+ years of experience working with machine learning, data science, and Python programming.
● Strong understanding of machine learning concepts and techniques, and experience with popular. Python libraries such as NumPy, Pandas.
This is a remote position, preference for candidate to be in Tampa, FL for in person client meetings.
Job Type: Full-time
Pay: $120,000.00 - $140,000.00 per year
Benefits:
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Health savings account
Paid time off
Professional development assistance
Referral program
Vision insurance
Schedule:
Day shift
Experience:
Machine learning: 3 years (Preferred)
python: 3 years (Preferred)
Work Location: Remote

Health insurance",Data science,Software Development
Machine Learning / Artificial Intelligence Scientist,Beth Israel Deaconess Medical Center,"Boston, MA",Onsite,"$55,000 - $105,000 ",r - Full-time,"When you join the growing BILH team, you're not just taking a job, you’re making a difference in people’s lives.
Job Type:
Regular
Scheduled Hours:
40
Work Shift:
Day (United States of America)
Cardiovascular MR Center at Beth Israel Deaconess Medical Center and Harvard Medical School has an exciting opportunity to join our team as a Machine Learning and Artificial Intelligence Scientist. You will be part of an interdisciplinary team of imaging scientists, AI scientists, and cardiologists to develop next-generation cardiovascular MR technologies. As an ML/AI scientist, you will lead technical projects in imaging technology and be responsible for creating project plans and implementing and evaluating new ML/AI algorithms. You will also work closely with our industrial partner, Siemens Healthineers, to implement your new methods in clinical MRI systems.

Salary range: $55,000 to $105,000 annually
Job Description:
Primary Responsibilities:
As an ML/AI Scientist, you will collaborate with other group members to design and develop innovative AI/ML tools to improve the imaging of cardiovascular disease with a focus on MRI data acquisition, reconstruction and analysis.
Develop novel AI/ML tools to improve our ability to predict adverse outcomes in patients with cardiovascular disease by integrating multi-modality data, including cardiac imaging.
Collaborate with Scientists with our industry partner, Siemens Healthineers, to implement and integrate our AI/ML models into clinical MRI scanners.
Provide technical guidance to lab members on projects at the intersection of engineering and cardiology.
Conduct research in state-of-the-art deep learning models focusing on cardiac imaging and publish your novel finding.
Required Qualifications:
PhD is required.
3-5 years of related work experience in academia or industry is required.
Excellent coding skills in C++ and Python; skills and ability to quickly prototype in Python are required.
Strong hands-on experience with deep learning tools (e.g., PyTorch or TensorFlow-Keras) is required.
Documented history of completed software projects (e.g., GitHub) is required.
Familiarity with model ML/AL algorithms (e.g., Transformers, Diffusion Models) is required.
Track record of peer-reviewed publications in AI/ML with at least one first-author peer-reviewed publication is required.
Strong hands-on experience in computer vision, signal processing and medical imaging is required.
Proficiency with medical imaging libraries like PyDicom, ITK, Open CV and HDF5 format is a plus.
Strong communication and writing skills are a must.
FLSA Status:
Exempt
As a health care organization, we have a responsibility to do everything in our power to care for and protect our patients, our colleagues and our communities. Beth Israel Lahey Health requires that all staff be vaccinated against influenza (flu) and COVID-19 as a condition of employment. Learn more about this requirement.
More than 35,000 people working together. Nurses, doctors, technicians, therapists, researchers, teachers and more, making a difference in patients' lives. Your skill and compassion can make us even stronger.
Equal Opportunity Employer/Veterans/Disabled",Data science,Software Development
Senior Principal Data Scientist,WALGREENS,"200 Wilmot Road, Deerfield, IL 60015",Onsite,N,r - Full-time,"Job Summary :

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Utilizes statistical modeling to make predictions about future outcomes and in multiple scenarios. Evangelizes new ideas / technologies / solutions to gain acceptance from a wide range of audiences. Assigned to the most complex projects.

Job Responsibilities :
Utilizes statistical modeling to make predictions about future outcomes and in multiple scenarios. Evangelizes new ideas / technologies / solutions to gain acceptance at the highest levels of the organization.
Interprets and applies data in the most strategic, most complex analyses, and explains findings to the stakeholders and business audiences to improve products and processes.
Sets the vision for manipulation and analysis of large and complex data sets.
Leads the development and execution of statistical and mathematical analyses to support business decisions enterprise wide or for multiple business functions.
Analyses have the highest level of impact on business operations or outcomes.
Leads the design and development of strategic and highly complex algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes.
Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources
Implements activities that impact the most critical directions of the organization. Typically assigned to the most critical and strategic / complex / high risk undertakings.
Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers. Determines leading edge technical / business approaches and/or develops the most complex and strategic new technical tools.
IInteracts with product and service teams to identify questions and issues for data analysis and experiments. interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.
Guides and mentors a vast range of audiences. Provides guidance regarding analytical approach and iteration of algorithms.
About Walgreens and WBA :

Walgreens (www.walgreens.com) is included in the U.S. Retail Pharmacy and U.S. Healthcare segments of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), an integrated healthcare, pharmacy and retail leader with a 170 year heritage of caring for communities. WBA’s purpose is to create more joyful lives through better health. Operating nearly 9,000 retail locations across America, Puerto Rico and the U.S. Virgin Islands, Walgreens is proud to be a neighborhood health destination serving nearly 10 million customers each day. Walgreens pharmacists play a critical role in the U.S. healthcare system by providing a wide range of pharmacy and healthcare services, including those that drive equitable access to care for the nation’s medically underserved populations. To best meet the needs of customers and patients, Walgreens offers a true omnichannel experience, with fully integrated physical and digital platforms supported by the latest technology to deliver high quality products and services in communities nationwide.
Basic Qualifications
Bachelor's degree and at least 8 years of experience in quantitative or computational functions OR High School/GED and at least 11 years of experience in quantitative or computational functions.
Graduate degree in a quantitative, computational or technical discipline and at least 8 years of experience in quantitative or computational functions
Experience in data science, advanced analytics, or statistics. Ability to interrogate data, perform analyses, interpret data, and present to business audiences.
Deep knowledge of SQL and Databricks tools, and big data platforms such as Hadoop, Teradata, Synapse and Snowflake
Deep knowledge of open source data science and statistics packages such as Python, R, Spark, etc.
Experience managing complex projects with matrix collaboration between engineers, data scientists, business, vendors, and consultants; experience guiding innovation, model design and performance tuning,
Experience establishing and maintaining key relationships with internal (peers, business partners and leadership) and external (business community, clients and vendors) within a matrix organization to develop strategies that meet department goals within budget and timelines.
Experience presenting findings to all levels of an organization, including the C Suite level.
At least 5 years of experience contributing to financial decisions in the workplace.
At least 5 years of direct leadership, indirect leadership and/or cross functional team leadership.
Willing to travel up to/at least 10% of the time for business purposes (within state and out of state).

Preferred Qualifications",Data science,Software Development
