Title,Company,Location,Type,Salary,Contract_type,Job_Description,JobType,Industry
Personal accountant and tax preparer,Panamera Prime,"San Juan, PR 00907",Remote,$20 - $30 ,rt-time,"Complex business and tax accounting needed to prepare P&L for multiple entities and year end reporting and tax return preparation. Prepare GL, chart of accounts, input 10 different bank accounts and thousands of transactions. Need to start right away. This opportunity has full-time potential for the right finance manager who has strong accounting, financial management and general management.
Job Types: Full-time, Part-time
Pay: $20.00 - $30.00 per hour
Benefits:
Flexible schedule
Work from home
License/Certification:
CPA (Preferred)
Work Location: Hybrid remote in San Juan, PR 00907",tax preparer,Finance
Sign-off Tax Preparer,"Agro Accounting CPA, PC",Remote,Onsite,$40 - $50 ,ct,"Company name: Agro Accounting CPA
Title of position: Sign-off Tax Preparer
Position type: PT Independent Contractor, for Tax Season(s)
Pay range: $40-$50 /hr, commensurate with experience
Location: Fully Remote
Agro Accounting CPA is a modern, online fin-tech organization providing a range of tax services including but not limited to Tax Preparation, Accounting and Business Consulting, Sales & Payroll Tax, Bookkeeping, Company Formation & Tax ID Issuance, Tax Calculations, International Income Reporting, Audit Representation and Tax Relief Options. We specialize in working with Artists, Freelancers and Small businesses, and have been in business for 10+ years.
We are currently actively recruiting for 1-2 part time Tax Preparers to work with us on a remote and part time basis this tax season, through April 18th, 2023. If the relationship is a good fit, we hope to continue on a recurring, tax season basis.
Please note the ideal candidate will be a licensed Enrolled Agent or CPA based in the United States only.
This position will work approximately 15 hours each week and will require the tax preparer to be knowledgeable of legislation and regulations, provide excellent service to clients, and maintain the high standard set by the organization. As a result of our online fin-tech model, this position requires technological proficiency, with preferred experience working with Drake Tax, Google Sheets, and Google Drive/DropBox document sharing. This position will require the use of your own laptop or desktop computer and high-speed internet. Strong communication skills and ability to work in both a team environment and to work independently, remotely, is highly desired. A passion for working with freelancers and small businesses is preferred.
Description of responsibilities:
· Reviewing tax returns for clients by leveraging source documents provided by the client and work papers prepared by our staff. This includes understanding the client’s tax situation.
· Preparing and submitting tax outcome and open item emails to clients.
· Analyzing tax data submitted by the client and prepared by our staff, to maximize the outcome for the client.
Required experience: 5-7 years of relevant tax preparation work experience.
Required skills and certifications: CPA License of Enrolled Agent (Required), PTIN (Required), Work Authorization (Required)
How to apply: Pleaseapply directly through this job posting.
For information on Agro Accounting CPA, including more information the services we provide and our company culture, visit our website at www.agroaccounting.com
Please note that due to the number of applicants for this position, we are unable to confirm and respond to each individual candidate. Those candidates selected for further consideration will be contacted as soon as possible.
Agro Accounting CPA is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Job Types: Part-time, Contract, Temporary
Pay: $40.00 - $50.00 per hour
Benefits:
Flexible schedule
Work from home
Schedule:
Monday to Friday
Weekend availability
Supplemental pay types:
Bonus pay
COVID-19 considerations:
We are online based = 100% remote.
Education:
Bachelor's (Required)
Experience:
tax preparation: 5 years (Required)
Language:
English (Required)
License/Certification:
CPA or EA (Required)
Driver's License (Preferred)
Work Location: Remote",tax preparer,Finance
Tax Preparer,Beast Mode Tax Service,"6715 Meadowbrook Dr, Fort Worth, TX 76112",Onsite,"$163,649 - $182,253 ",rt-time,"Beast Mode Tax Service offers fast accurate tax returns.
Job Types: Full-time, Part-time
Salary: $163,649.00 - $182,253.00 per year
Benefits:
Flexible schedule
Health insurance
Work from home
Schedule:
Monday to Friday
Weekend availability
People with a criminal record are encouraged to apply
Work Location: One location

Health insurance",tax preparer,Finance
Tax Preparer,Tru Tax Accounting Solutions,Remote,Onsite,$8.37 - $34.49 ,rt-time,"A Tax Accountant Is a professional who is responsible for helping individuals and organizations file their taxes appropriately, following legal guidelines to ensure the maximum possible tax return. Their duties include collecting forms from clients and identifying potential credits that can be used against expenses such as an investment in education or startup costs associated with growing businesses.
Responsibilities
Prepare tax payments
Estimate and track tax returns
Complete quarterly and annual tax reports
Organize and update the company’s tax database
Recommend tax strategies that align with business goals
Prepare necessary paperwork for tax payments and returns
Share financial data with the accounting department
Identify tax savings and suggest ways to increase profits
Follow industry trends and track changes related to taxes
Liaise with internal and external auditors
Forecast tax predictions to senior managers
Requirements and skills
Proven work experience as a Tax Preparer
Knowledge of accounting and bookkeeping procedures
Excellent analytical and time management skills
Strong numeracy skills
Job Types: Full-time, Part-time
Pay: $8.37 - $34.49 per hour
Benefits:
Flexible schedule
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Commission pay
Work Location: Remote",tax preparer,Finance
Tax Preparer,Amazing touch tax service,Remote,Onsite,$8.93 - $35.15 ,ct,"Why would you not go for it? Why would you not take a chance on yourself? You have to be confident enough to BET ON YOU!
You'll miss 100% of the shot if you never tools the CHANCE! Free training with contact
Get started, and join a team experts where we help you grow. Everything Below is included for only $350 down
Professional Tax Software & Software Training
Tax Training Course
Marketing tips and tricks
Client Intake Forms (s IRS registration (PTIN required)
Tax Law Updates
What's Needed:
PTIN
Your responsibilities are as follows:
O Generate new business by advertising our marketing materials via social media and in public areas
Collect relevant/confidential financial records, including pay stubs and income statementsO Input data from financial records into tax return software or databasesO Build customer relationships to promote and expand the business
We provide a competitive, commission based structure with weekly paychecks
APPLY NOW
Our Website
Job Types: Part-time, Contract
Pay: $8.93 - $35.15 per hour
Benefits:
Flexible schedule
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Commission pay
Application Question(s):
Do You Have A Active PTIN?
Work Location: Remote",tax preparer,Finance
Tax Preparer,Amy Cai CPA INC,"North Andover, MA 01845",Remote,P,ct,"We are an innovative CPA firm that primarily serves startup companies in high-tech, life science, and biotech industries. We work with exciting, cutting-edge start-ups/early-stage companies to help them soar. You won't be bored and you'll feel like you're making a difference in companies that are developing groundbreaking technologies, products, and services.
Main job responsibility:
Tax return preparation for Startup Corporation and Individuals
Year-End Form 1099-NEC Filings
Year-End Tax planning
Transactional Tax Analysis and consultation
About Amy Cai CPA
Our firm provides Consulting Service to startups in greater Boston area. The firm handles all Accounting, Bookkeeping, Finance, and Tax issues. The firm utilizes the best-of-breed software tools such as QuickBooks, Drake Tax software, Gusto, Expensify and Bill.com. The client base is comprised of Seed, Series A, Series B, Series C and D, startups from YC and Techstars
www. amycaicpa.com
Job Types: Part-time, Contract
Pay: $1,000.00 - $91,021.00 per year
Benefits:
Flexible schedule
Work from home
Education:
Bachelor's (Required)
Experience:
Tax experience: 1 year (Required)
License/Certification:
CPA (Preferred)
Work Location: Hybrid remote in North Andover, MA 01845",tax preparer,Finance
Tax Reviewer/Preparer (FT),"Charles Kirkland Companies, CKC","Sun City, AZ",Onsite,Full-time,Full-time,"Tax Reviewer/Preparer
Description:
Organize, prepare and review Individual, Business, Non-Profit, and Trust tax returns and file all federal, state, and local income tax documents.
Respond to tax and accounting-related issues.
Assess all business transactions and prepare accurate reports on your findings.
Ensure you remain up to date on industry changes and changes in regulations.
Maintain and organize digital and physical financial records.
Coordinate with employees on income tax research and planning.

Requirements:
Bachelor’s degree in accounting, finance, or a related field.
A minimum of 5 years’ proven experience as a public accountant.
CPA not required but appreciated.
Outstanding tax knowledge of local, state, and federal regulations.
Excellent attention to detail with strong analytical skills.
Solid understanding of accounting software and MS Office.
Good communication and organizational skills.
Ability to manage deadlines, work on multiple assignments and prioritize each assignment as
necessary.
Demonstrated ability to communicate verbally and in writing throughout all levels of organization,
both internally and externally.
Experience with Lacerte tax program, paperless office, and QuickBooks Online &amp; Desktop.

Pay: DOE
Benefits: Benefits package available after probationary period; Health Insurance, dental, vision, 401K, PTO, etc


About Charles Kirkland Companies, CKC:

Our companies span a wide range of diverse industries including real estate, solar energy, industrial manufacturing, transportation, financial services, home improvement, electrical products, property management, commercial landscaping and many others. Although we pride ourselves on innovation, our corporate culture and vision are rooted in traditional values: hard work, honesty, diversity, responsible practices and absolute accountability to our partners and people. It’s a simple philosophy of embracing opportunity with optimism, and it’s made us what we are today.",tax preparer,Finance
Tax Preparer,Next Level Tax Service,"4208 Vernor Hwy E, Detroit, MI 48207",Onsite,$50 - $100 ,ry,"Next Level Tax Services located in Southwest Detroit is looking for a seasoned tax preparers with experience with preparing tax returns and have experience with crosslinks software. Must be able to work Monday - Friday 10am to 6 pm. Must have PTIN and or must be able to obtain PTIN. For more information please email. Pay will be discussed at interview.
Job Type: Temporary
Pay: $50.00 - $100.00 per hour
Schedule:
Monday to Friday
Ability to commute/relocate:
Detroit, MI 48209: Reliably commute or planning to relocate before starting work (Preferred)
Work Location: One location",tax preparer,Finance
Remote Tax Preparer (Seasonal),Income Tax Preparation,Remote,Onsite,$22 - $35 ,ct,"Our firm's Tax Preparer performs a wide variety of duties related to the preparation of federal and state income tax returns. The ideal candidate will possess 5 years of experience preparing U.S. individual and business tax returns, however less experienced candidates will be considered. Candidates need to have excellent communication skills, attention to detail and an ability to create accurate calculations under pressure.
Responsibilities:
Use customer information to prepare tax forms and perform tax estimates.
Detect signs of fraud in tax returns or financial documents.
Communicate with clients to determine tax liability or gather information needed to perform tax estimates.
Review customer documentation to ensure accurate preparation of tax returns or financial documents.
Job Type: Temporary/Seasonal
Could lead to a full time permanent position if both parties are interested
Pay: Starting at $23.00 per hour, experience and qualifications could lead to higher rate
Benefits:
Flexible schedule
Schedule:
Monday to Friday
Weekend availability
Supplemental pay types:
Bonus pay
Commission pay
Experience:
Tax Preparation: 5 years (preferred, not required)
License/Certification:
ptin (Preferred)
EA (preferred, not required)
CPA (preferred, not required)
Work Location: Remote
Proseries Tax Software Experience is preferred
Job Types: Contract, Temporary
Pay: $22.00 - $35.00 per hour
Benefits:
Flexible schedule
Schedule:
Monday to Friday
Weekend availability
Supplemental pay types:
Bonus pay
Commission pay
Work Location: Remote",tax preparer,Finance
Virtual Real Estate Tax Preparer : Mid Level,AKK Tax & Accounting LLC,Remote,Onsite,$40 - $50 ,ct,"AKK Tax & Accounting LLC - is looking for an experienced Tax Preparer to help service our growing clientele this tax season. This position is for a temporary or per diem person.
Qualifications: Please read carefully
Must have experience with Schedule E and rental properties
Must have experience preparing returns for real estate investors
Must have experience with 1065, 1120S, 8825
Experience in tax preparation with Schedule E and Schedule C
Must work independently and take initiative handling client requests
Must research difficult tax topics
Check us out here : https://www.instagram.com/anakcpa/
Job Types: Part-time, Contract
Pay: $40.00 - $50.00 per hour
Benefits:
Flexible schedule
Work from home
Schedule:
Monday to Friday
Application Question(s):
Ever worked with Drake Tax preparation software
Do you know what Real Estate Professional Status means?
Education:
Bachelor's (Preferred)
Experience:
real estate: 3 years (Preferred)
License/Certification:
EFIN (Preferred)
Work Location: Remote",tax preparer,Finance
International Tax Preparer,"Jade Fiducial, Inc","New York, NY",Onsite,"$75,000 ",r - Full-time,"Company Overview
Since 2003, Jade Associates, a Fiducial business, has been providing specialized accounting and tax services to French expatriates and entrepreneurs. Jade became a part of the Fiducial family in 2015. Fiducial, founded in France in 1970, is a major provider of financial services (Business Counseling, Bookkeeping, Payroll, and Tax Preparation & Advisory Services) to small businesses and their owners. As a trusted advisor to entrepreneurs, Fiducial provides the financial back office infrastructure to clients, allowing them to focus on what they do best: serve their customers.
Position Overview
Fiducial is looking for a Tax Preparer for their New York, NY office.
The Tax Preparer will work in a team environment and will be primarily responsible for preparing individual, corporate, and partnership tax returns as well as assisting in providing tax compliance, reporting, and researching.
Main Responsibilities:
Review financial statements and client documentation in order to prepare tax returns and associated forms and schedules
Prepare tax returns for individuals, partnerships, and corporations
Prepare international tax forms such as 5471, 5472, 8865, 8833, 8938, and FBARs
Work on a variety of projects and for a variety of managers on a daily basis
Research basic tax issues for compliance purposes
Assist with tax audits
Assist in following up with notices from tax authorities
Salary - $75K
Desired Skills/ Experience/Attributes
2+ years of experience in a CPA firm
2+ years of experience with tax filing
Experience with international tax forms
Knowledge of CCHAxcess tax software is a plus
The ideal candidate for this position:
Has a positive attitude and an unrivaled ability to work collaboratively with peers, staff, and senior management.
Has exceptional organizational and time management skills
Possesses a high level of integrity and respects quality assurance requirements.
Has a history of building relationships with clients and colleagues
Has excellent attention to detail
Education, Certificates, Licenses, Registrations
Bachelor’s degree preferred
Job Type: Full-time
Pay: $75,000.00 per year
Schedule:
Monday to Friday
Ability to commute/relocate:
New York, NY: Reliably commute or planning to relocate before starting work (Required)
Work Location: In person",tax preparer,Finance
Tax Preparer,Superior Tax Software,Remote,Onsite,Contr,ct,"About us
We are professional, agile and our goal is to Tax Software company looking for tax preparers and data entry clerks..
Our work environment includes:
Modern office setting
Work-from-home days
Our company is seeking a responsible Tax Preparer with a proven track record of competency and performance. The perfect candidate for this position will be knowledgeable of the tax code, have a demonstrated history of success in training, and the ability to work independently. The successful applicant will be charged with preparing returns, ensuring all necessary forms are completed, and communicating frequently with clients about the status of their return.
Responsibilities:
Perform basic tax preparation duties such as gathering and reporting information on business income and expenses.
Determine if clients are eligible for a tax credit or to be claimed as a dependent for tax purposes.
Explain tax rules and forms to clients.
Complete tax returns or individual retirement accounts online via computer.
Calculate the amount of taxes owed or refunded.
Investigate unusual client issues to ensure all steps have been followed correctly.
Communicate with businesses and individuals in person and electronically.
Keep records of client accounts.
Prepare a variety of tax forms, such as IRS W-4, 1099, 1098, 1042-S, 1099-MISC, K-1s, and 990-PF.
Adjust entries to ensure completion of client's forms.
Work with clients over the phone and in person to prepare and file the proper forms.
Job Type: Contract
Benefits:
Flexible schedule
Work from home
Supplemental pay types:
Bonus pay
Commission pay
License/Certification:
PTIN, EFIN (Preferred)
Work Location: Remote",tax preparer,Finance
Virtual Tax Preparer,Fast Tax,"954 W State Road 434, Longwood, FL 32750",Onsite,"$800 - $3,000 ",ct,"We are looking for a dedicated individual to help us prepare our company's annual tax filings. Fast Tax is looking for an experienced and detail-oriented tax preparer to help prepare our annual tax filings. The successful candidate will have experience using a tax preparation system and be able to complete forms quickly and accurately.
Responsibilities: * Prepare federal income tax returns and associated documents for customers. * Learn tax laws. * Apply knowledge of accounting principles to solve routine problems and perform simple calculations, such as adjusting entries, calculating balances due or overpaid, computing interest, and determining the reasonableness of financial statements. Assist leadership/management with day to day activites and special projects.
Qualifications:
Must have a reliable method of transportation or if working remotley all necessary equipment needed to work remotely (computer, smartphone, etc)
Must have a reliable smartphone
Is willing to work from January 2nd - April 1st (if advocate meets our goals we will have work for them all year long)
Must be comfortable with promoting using social media and other mediums.
Must be eager to tell to people about our cash advances and free vacation incentives for all of our tax clients
Proficient communication skills
Ability to work independently, as well as with a team
Being 18 years of age or older
Job Types: Full-time, Part-time, Contract, Temporary
Pay: $800.00 - $3,000.00 per week
Benefits:
Flexible schedule
Health insurance
Work from home
Schedule:
Monday to Friday
Weekend availability
Application Question(s):
How many years of experience do you have in management?
How many years of experience do you have in tax prep?
License/Certification:
PTIN, EA or CPA (Preferred)
Work Location: One location

Health insurance",tax preparer,Finance
Tax Preparer,Davis & Langford CPA's,"11373 Southbridge Pkwy # A, Alpharetta, GA 30022",Onsite,Se,l,"We are looking for Seasonal Tax Preparers to join our growing CPA firm. Seasonal Tax Preparers work a flexible work schedule during the Filing Season from late January to April 15 and again during the period from early August until October 15. Typically this schedule works well for parents of school age children or students attending college.
Responsibilities:
Prepare tax returns for personal clients
Research fundamental tax issues
Communicate with tax clients to obtain information needed to complete tax returns
Provide resolution for client deficiency notices from tax authorities
Tax return delivery including explaining return results
Qualifications:
Recent experience in business and personal tax preparation.
Prior CPA firm or commercial tax preparation experience
PTIN required – EA or CPA qualification preferred.
Experience with professional tax software programs
Knowledge of individual taxation rules and regulations
Strong, positive client relations skills and relationship building
Detail and deadline-oriented. Strong analytical and problem solving skills.
Applicants only - no recruiters. Send cover letter, resume and hourly rate requirements to careers @ johnscreekcpa.com",tax preparer,Finance
Tax Preparer,Next Level Tax Service,"4208 Vernor Hwy E, Detroit, MI 48207",Onsite,$50 - $100 ,ry,"Next Level Tax Services located in Southwest Detroit is looking for a seasoned tax preparers with experience with preparing tax returns and have experience with crosslinks software. Must be able to work Monday - Friday 10am to 6 pm. Must have PTIN and or must be able to obtain PTIN. For more information please email. Pay will be discussed at interview.
Job Type: Temporary
Pay: $50.00 - $100.00 per hour
Schedule:
Monday to Friday
Ability to commute/relocate:
Detroit, MI 48209: Reliably commute or planning to relocate before starting work (Preferred)
Work Location: One location",tax preparer,Finance
Tax Preparer (C),Premier Tax and Finance,Remote,Onsite,$35 - $45 ,ct,"Tax Preparer (Remote)

Premier Tax and Finance has an immediate need for remote independent contractors to join us as seasonal Tax Preparers. Candidates will work as part of the tax team to ensure the timely delivery of tax returns to our diverse clientele. Candidates must have experience preparing individual and business returns (1040, 1120S, 1120, 1065, 568, 1041, and 990). Selected candidates must also be able to accurately complete returns in a timely manner. Attention to detail and commitment to teamwork are essential.
Tax Preparer Responsibilities:
Prepare federal and state tax returns for individuals and businesses including all associated schedules
Assist other team members with accounting responsibilities as required

Skills and Qualifications:
5 or more years of recent experience in accounting and tax preparation
Must be knowledgeable and possess experience in the following returns: 1040, 1120S, 1120, 1065, 568, 1041, and 990.
Must be able to analyze financial statements for accuracy
Must be able to reconcile the financials with the return
Ability to manage tax software and CRM simultaneously
Drake Software knowledge preferred but not mandatory.
CPA or Enrolled Agent certification preferred
Great organizational skills, including time management and strategic thinking
Excellent written/verbal skills and thrives in a fast-paced environment
Attention to detail, accuracy and timely follow-up are essential",tax preparer,Finance
"Teller - Breckenridge, CO",Bank of the West,"106 North French Street, Breckenridge, CO 80424",Onsite,$20.00 - $20.50 ,n hour,"Teller - Breckenridge, CO
- (067358)

What you’ll do
As part of Bank of the West, you’ll be making a positive impact on the environment, your community, and the planet at a leading sustainable bank.
We’re looking for a motivated and eager learner to fill the role of Teller. As the human face of the bank in customer interactions, you’ll be responsible for providing high-quality service by processing transactions efficiently and accurately. This is an entry-level role, and an opportunity to develop skills and experience to become a Universal Banker.
You will process customer transactions including deposits and withdrawals while following bank policies and procedures, as well as regulatory requirements. You’ll also help customers with branch technology and proactively educate them about digital self-service options. As a friendly and helpful branch presence, you’ll chat with customers to identify referral opportunities for appropriate bank products and services. You’ll meet individual goals that contribute to increased branch sales, revenues, and customer experience.

To protect the health and safety of our employees and customers, Bank of the West may require all U.S. employees to provide proof of their vaccination status, and employees who are not fully vaccinated may be required to undergo regular testing.

What you need
The desire to build your knowledge of bank deposits, services, and regulatory requirements
A personable nature and good customer service skills, both verbal and written
The ability to understand and explain digital tools—for example, how to enroll in online banking, how to pay bills online, and how to make remote deposits
The ability to build relationships and work collaboratively
Problem-solving skills
The ability to multitask effectively

What’s in it for you?
At Bank of the West, our people are having a positive impact on the world. We’re investing where we feel we can make the most impact, like advancing diversity and women entrepreneurship programs, financing for more small businesses, and promoting programs for sustainable energy. Bank of the West is now part of the BMO family, a leading North American bank with a 200+ year history of success. BMO offers abroad range of financial services to help customers achieve real financial progress and shares Bank of the West’s commitment in driving positive change for a thriving economy, a sustainable future, and an inclusive society.
We provide our team members with the resources they need to be successful at work, and to thrive outside the office. Whether it’s our healthcare benefits, a gym subsidy, parental leave, global opportunities, flexible working, or simply a pack of post-it notes, we make sure you have what you need.
Annual Hiring Range/Hourly Rate:
$20.00 - $20.50
Actual compensation offer to candidate may vary from posted hiring range based upon geographic location, work experience, education, and/or skill level.
Benefits: Visit https://www.bankofthewest.com/about-us/careers/benefits.html for benefits information.
Equal Employment Opportunity Policy
Bank of the West is an Equal Opportunity employer and proud to provide equal employment opportunity to all job seekers without regard to any status protected by applicable law. Bank of the West is also an Affirmative Action employer - Minority / Female / Disabled / Veteran.
Bank of the West will consider for employment qualified applicants with criminal histories pursuant to the San Francisco Fair Chance Ordinance subject to the requirements of all state and federal laws and regulations.

Primary Location United States-Colorado-Breckenridge
Job Customer Service
Job Posting Mar 21, 2023, 12:15:36 PM",teller,Finance
Full-Time Personal Banker II,Franklin Savings Bank,"139 King Street, Boscawen, NH 03303",Onsite,From $17.45 ,n hour - Full-time,"We will earn our customers' business every day, by being the very best at what we do.
FRANKLIN SAVINGS BANK
Functional Position Description
Personal Banker 2
Non-Exempt
Service Criteria
All individuals holding positions within Franklin Savings Bank are responsible for conducting themselves in a manner consistent with FSB’s Pledge of Excellence. The Pledge of Excellence describes standards of conduct that will be consistently demonstrated with customers and coworkers. These include Accuracy, Quality Service, Professionalism, Confidentiality, Teamwork, Respect, Timeliness, Innovation, Communications, and Enjoying the Journey. All employees are expected to be familiar with the descriptions of these standards and to understand the importance of consistently demonstrating them while performing their duties.
Purpose
Following the bank’s Mission and Vision, the goal of this position is to actively develop new business and expand existing customer relationships. The incumbent will assess and handle customers’ banking needs, obtain and process customer/account information and transactions, and sell bank deposit and loan products and services. The Personal Banker will actively refer customers to the appropriate area of the bank or its affiliate, Independence Financial Advisors (IFA). This position may include consumer loan origination and closing, account opening, safe deposit transactions, and branch opening/closing procedures. Incumbents are encouraged to actively engage in their own advancement and continued development of knowledge and job skills. Individual skill development will be supported through ongoing training and coaching by the manager.
This position is accountable to the Branch Manager.
Duties and Responsibilities
Responsible and accountable for representing the bank in a courteous, friendly, confidential, knowledgeable and professional manner to ensure that each customer’s experience exceeds expectations.
Responsible for providing prompt, efficient and accurate service in processing all transactions and service requests, whether in person or over the phone, to customers and co-workers.
Satisfactorily complete required compliance, regulatory and internal training.
Open new deposit accounts according to compliance policies. Accept consumer loan applications and complete arrangements for document signing and loan closings. Open and allow access to safe deposit boxes, update existing accounts and perform other deposit services such as direct deposit, wire transfers, stop payments, etc.
Consistently use all sales techniques, including exploring customers’ needs through the use of questioning skills and benefit statements to ensure a consistent and valued customer experience.
As a participant in the Retail Banking RoadMap Incentive Plan, must at a minimum, meet individual performance expectations which will contribute to the attainment of branch and department goals.
Meet or exceed individual goals for sales and referrals. Provide remarkable customer service through all customer interactions.
Comply with proper disclosure requirements, state and federal regulations, including but not limited to consumer privacy policies, CIP and Funds Availability.
By maintaining a general knowledge of services offered through IFA, identity referral opportunities to attain goals established for investment and insurance referrals.
Drive efforts in the branch to identify and implement a positive overall customer experience which will build customer loyalty and enhanced relationships.
Adhere to all operational controls, including legal, corporate, and regulatory policies and procedures to ensure the safety and security of customers and bank assets.
Deepen consumer and business customer relationships by effectively recommending bank products and services that meet financial needs.
Resolve account service issues and respond to customer inquiries promptly and effectively.
Responsible for buying and selling cash from the vault, ensuring cash drawer limits are not exceeded and drawer is locked when unattended.
Responsible for balancing cash drawer daily, adhering to balancing guidelines and retail performance guidelines.
Update customer relationship management systems with appropriate information.
Provide for the proper security of all non-public personal information (NPPI).
Responsible and accountable for maintaining knowledge of the bank’s products and services and can demonstrate proficiency in the use of our electronic delivery solutions.
Promotes team efforts in all areas.
May provide limited supervisory guidance to include system overrides, opening and closing of branch and check approvals.
Assist with the daily branch operations, including balancing of vaults, and ATM’s, coin machine maintenance, cash advance terminals and branch negotiables.
Adhere to all safety, security and soundness policies.
Properly identify customers to protect both the customer and the bank from loss.
Determine proper funds availability based on regulatory requirements and complete hold notices as needed.
Resolve account service issues and respond to customer inquiries promptly and effectively.
Receive checks and cash for deposit, verify amounts, examine checks and cash for validity, ensure all transactional documents are properly endorsed and/or signed.
Perform customer transactions including but not limited to the following:
Process deposits and withdrawals.
Accept loan payments.
Count and roll loose coin.
Issue bank checks and money orders.
Cash checks.
Perform credit card cash advances.
Process night and mail deposits.
*Note: The duties outlined are representative only and are not intended to include all possible assignments to this position or position classification. Additional duties may be assigned.
*
Working Conditions
Moderate physical effort and occasionally demanding work requiring dexterity, visual attention and application as needed for the operation of front-line computer terminals, drive-up windows, personal computers and various other types of office equipment.
Physical effort and lifting are required with the handling of materials and supplies, including the transport of coin and currency to and from the vault.
May be seated or standing for extended period of time with the freedom of movement on a regular basis.
Well lighted and ventilated office environment.
*External and internal applicants, as well as position incumbents who become disabled as defined under the Americans with Disabilities Act, must be able to perform the essential functions (as listed) either unaided, or with the assistance of reasonable accommodations, to be determined by management on a case-by-case basis.
This job description represents an overview of the essential functions of this position. This is not a complete listing of all required duties. Specific duties may vary over time to meet the needs of the bank.
Franklin Savings Bank reserves the right to change the job duties as business requirements dictate. Employees will be expected to perform other reasonably related duties as may be required by Management.
Every employee works for Franklin Savings Bank, not just for a particular manager. Accordingly, employees are expected to act in the best interests of the bank, even if doing so requires actions and responsibilities not listed in the above job description.
Job descriptions are not intended as, and do not create, employment contracts. The bank maintains its status as an at-will employer.
Job Type: Full-time
Pay: From $17.45 per hour
Benefits:
401(k)
Dental insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Physical setting:
Office
Schedule:
8 hour shift
Day shift
Weekend availability
Ability to commute/relocate:
Manchester, NH 03102: Reliably commute or planning to relocate before starting work (Required)
Experience:
Cash handling: 1 year (Preferred)
Banking: 1 year (Preferred)
Customer service: 1 year (Preferred)
Work Location: In person

Health insurance",teller,Finance
Full-Time Bilingual Teller,Family Security Credit Union,"Decatur, AL 35601",Onsite,Full-time,Full-time,"Description:
Bilingual Teller Role
** Must be fluent in speaking both English and Spanish languages**

To assist members and perform transactional duties by receiving or paying out funds with a high degree of accuracy while maintaining exceptional member service standards as set by Family Security Credit Union. Maintain accurate transactional records, providing basic cash receipt and payment services in accordance with credit union policies and procedures.

Bilingual Teller Major Duties and Responsibilities

Greet and welcome members to the credit union in a courteous, professional and timely manner, providing prompt, accurate, and efficient member transactions.
Receive checks and cash for deposit to accounts, verify amounts, and examine checks for proper endorsement.
Cash checks and process withdrawals after verification of member balances.
Process all mail which includes posting payments and deposits; sort and prepare items for branch shipment when applicable.
Maintain an up-to-date and comprehensive knowledge on all credit union products and services that are handled or promoted by tellers. Maintain an up-to-date and comprehensive knowledge on all related policies and procedures, rules and regulations, including robbery procedures.
Promote, explain, and cross-sell all credit union products and services.
Receive and process loan payments.
Balance cash drawer, research and resolve discrepancies and report any discrepancies to the Head Teller or Branch Manager.
Ensure the teller station is properly stocked with supplies to perform daily duties.
Check night depository and record proper information to process transactions according to credit union procedures.
Performs other related duties as assigned.
Requirements:
Bilingual Teller Qualifications
Required Qualifications:
High School Diploma or equivalent
Must be 18 years of age or older
Must be fluent in speaking both English and Spanish languages
Intermediate PC knowledge with basic Microsoft Office skills
One year of cashier or teller experience (experience must be within the past five years)
Preferred Qualifications:
Two years of cashier or teller experience (experience must be within the past five years)
Ability to comfortably read and write in both English and Spanish languages
Cash drawer balancing experience
Ability to work in a team environment
Excellent communication skills while using a pleasant tone and common conversational courtesies
Good interpersonal skills to include being courteous, diplomatic, and tactful
Ability to handle some daily lifting of boxed or bagged coins (weight will vary)
Good organizational skills
Ability to multitask when necessary
Bilingual Teller Expectations
Ability to sit or stand for extended periods of time
Ability to effectively move between frontline and drive-thru to ensure prompt service for all members
This job description is not a complete statement of all duties and responsibilities comprising this position.
Family Security is an Equal Opportunity Employer and will not discriminate or allow harassment against a person because of race, color, ethnicity, age, sex, gender, gender identity, religion, national origin, ancestry, marital status, sexual orientation, physical or mental disability or condition, military or veteran status, genetic information or other protective status.",teller,Finance
