,Unnamed: 0,Title,Company,Location,Type,Salary,Contract_type,Job Description,JobType,Industry
19,19,Senior Backend Software Engineer (Billing),Docker,"Mexico, MO",Remote,N,ct,"Senior Backend Software Engineer (Billing)
Location (Remote): Canada, Mexico, United States
Docker is a remote first company with employees across Europe and the Americas that simplifies the lives of developers who are making world-changing apps. We raised our Series C funding in March 2022 for $105M at a $2.1B valuation. We saw a 4x year-over-year ARR growth last year and continue to grow! Join us for a whale of a ride!

The Billing team ensures painless purchasing, reliable billing, proper user entitling, and robust payment reporting within Docker's products.

As a Backend Engineer, you will propose, prototype, and eventually publish tools and features to solve problems, such as:
How can we build a robust billing backend that will enhance the payment process?
How can we enhance and streamline the ability to report on revenue and key results?
What can we do to streamline operations and support internal business operations?
You will collaborate with product managers and engineers to design user journeys and API specifications, using tools like Slack, Zoom, Miro, and Notion. You will also work across departments on this team, interfacing with Data, Finance, Marketing, and Support more than our average team. You will be constantly seeking ways to improve development practices to ensure we maintain a high level of quality with a fast pace of delivery. You will help foster an uplifting environment with collaboration and innovation. Finally, you should be passionate about how developers' lives could be made easier, and about Docker's role in that.
Responsibilities:
Lead or contribute to new features that enhance our users’ billing and payments experience in Docker Hub
Write, review, maintain, and document Golang code, including unit, integration, and e2e tests
Design, development, and implementation of new and existing data pipelines, including ETL processes, and data analysis (from e.g. Stripe)
Mentor, coach, and pair with team members on data and analytics
Work within a cross-functional delivery team of 5+ software engineers, with an embedded product manager and designer
Deploy code to production, and own the product throughout the lifecycle
Demonstrate cross-team collaboration and own the team’s engineering needs
Respond to internal billing support requests from throughout the company
Participate in paid 12-hour daytime on-call shifts for one week every 2-6 months
Qualifications:
Experience and interest in user checkout experiences, payment processing, invoicing, recurring subscriptions, and/or business operations
Experience with payment and billing platforms (Stripe preferred)
Knowledge of security best practices
3+ years experience building SaaS applications
3+ years with a C-based backend language, preferably Golang
Experience with
Python in a data processing context
Data ingestion (ETL) and data pipelines
SQL (Postgres preferred)
Snowflake (nice-to-have)
Cloud platforms (AWS preferred, or GCP, Azure)
IaC (Terraform preferred)
Containers (Docker, Kubernetes)
CI/CD systems (Jenkins, GitHub Actions)
Strong verbal and written English skills
Willingness and ability to work with a dedicated UX designer and product manager
Desire to work on autonomous teams
Ability and interest in working at a fully remote company crossing international time zones
Past demonstrations of proactively working outside of this job description
Your first 30 days:
Being a fully remote workplace, Docker has a focus on keeping teams connected. To that end, your first two weeks will include a calendar with many 1:1 sessions intended to introduce you to your team and others with whom you will interact frequently.
Expect to spend time on other onboarding activities like IT setup, navigating productivity tools, and getting familiar with your regular calendar cadence.
By the end of the month you should be familiar with Docker’s values and goals, our leadership, your team, your tools, and where to go for information - everything you need to build an understanding of Docker Hub and Billing systems and infrastructure.
Your first 90 days:
In your first three months you’ll have developed a good relationship with your team, have become familiar with its routines, and will be comfortable sharing ideas and opinions formed from your depth of experience.
You’ll have become familiar with Docker Hub systems and infrastructure with a focus on backend services, frontend components, and external integrations owned by the Billing team.
You will be gaining comfort completing Jira tickets and pull requests (as both committer and reviewer) on Github and deploying to production using Jenkins as our CI/CD system.
Your first year:
Within your first year you’ll have made significant contributions to team velocity through your work as an individual contributor, but also by creating impact through the skill and wisdom you impart on the team through mentorship, insight, and off-the-Jira-board contributions (architecture & design, process improvements, etc.)
You’ll have established strong relationships with our stakeholders in Business Operations, Accounting, Finance, and Support, comfortable handling ad-hoc requests and discussing your team’s involvement.
In collaboration with your manager, you will have a Career Development Plan that will outline your trajectory beyond your first year.
Perks:
Freedom & flexibility; fit your work around your life
Variety of virtual and in-person social events to build connections and have fun
Home office setup; we want you comfortable while you work
Generous maternity and parental leave
Technology stipend equivalent to $100 net/month
PTO plan that encourages you to take time to do the things you enjoy
Medical benefits, retirement, and holidays vary by country
Docker Swag
“Whaleness” Days: company-wide day off each month
Training stipend for conferences, courses, and classes
Quarterly, company-wide hackathons
Stock Options; we are a growing start-up and want all employees to have a share in the success of the company
Docker embraces diversity and equal opportunity. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. We believe the more inclusive we are, the better our company will be.
CA/NY/ Boulder, CO & Denver, CO - 179,000 - 242,000
CO - 169,000 - 229,000
Salary range can change depending on level.

Due to the remote nature of this role, we are unable to provide visa sponsorship.

#LI-REMOTE",Developer,Software Development
20,20,Remote Elixir/Phoenix Developer,Joydrive,"Seattle, WA",Remote,"$80,000 - $175,000 ",r - Full-time,"About Joydrive
Joydrive (joydrive.com) is an agile tech company building ecommerce marketplaces and digital retail technology. We work with top OEMs, finance companies, and dealers, such as Toyota, Subaru, GM, Polaris, and Indian Motorcycle. We are the first online store offering customers a 100% digital solution to buy new and used vehicles from dealerships, including a customer's trade-in, financing and home delivery.
We want to make car buying enjoyable again! With financing and trade-ins built directly into the mobile-friendly platform, home delivery in as fast as one day, and a five-day return period, customers experience a seamless, transparent, and worry-free purchasing transaction all handled by licensed professionals.
We have a dynamic culture of continuous improvement and work collaboratively in an educational environment to develop excellence in our products, service, and customer experience. Everything we do is founded on having a great team and a culture of growth. We are full remote with alternate Fridays off (9/80 schedule).

Job Description
We are looking for a developer experienced with Elixir, Phoenix, and LiveView to join our growing team. You’ll work with our existing technology team to build a platform that is forever changing the way people buy from dealerships. Joydrive web developers are able to build high-quality, test-driven web applications.

Job Duties
As a Joydrive developer, you will work remotely on a distributed team to develop Elixir applications. You will be expected to work in a US timezone and with a team oriented mindset. The daily workflow of Joydrive developers involves the use of remote tools such as Slack, Trello, and GitHub, to manage code development and quality. Joydrive developers are not expected to be experts in, but familiar with, other web based technologies including Git, JavaScript, Postgres, Redis, Bash, IDEs, and database tools.

Qualifications
Proficiency with Elixir/Phoenix/LiveView and experience in general backend development
Experience with Postgres/SQL
Experience using Git and GitHub as part of a workflow
Experience in test-driven development and writing tests
Ability to develop code both independently and in a pairing environment

Nice-to-have
Experience with Deployment systems
Experience with Dialyzer
Experience with Telemetry
Experience using factories and mocks for writing tests

Requirements

All persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification upon hire. Joydrive is a drug-free company. Applicant will be required to complete and pass a drug screen.

Compensation and Benefits
This position will be full time and remote-based. We offer a competitive salary, a 9/80 work schedule, and excellent benefits, including medical, dental, and vision.",Developer,Software Development
21,21,Senior Infrastructure Engineer (Remote),CoinTracker,Remote,Onsite,Full-time,Full-time,"CoinTracker makes cryptocurrency portfolio tracking and tax compliance simple. Our mission is to increase the financial freedom and prosperity of the world.

Some things we’re proud of:
3% of all global cryptocurrency assets are tracked on CoinTracker ($50B daily)
Profitable with strong growth trajectory
Partnered with Coinbase, TurboTax, OpenSea, and other industry leaders
Venture-backed by Accel, Y Combinator, and other top investors
Founders: Jon previously built TextNow (200M downloads), Chandan was previously a product manager at Google

Learn more about our mission, culture, and hiring process.
Your opportunity
Join our tight-knit early-stage distributed team that thrives on interesting technical challenges and building magical products that improve people's lives. As an early engineer on the team, you will be responsible for evolving our production and developer infrastructure.

You will
Design, build and maintain the infrastructure that powers CoinTracker
Debug production issues
Make developer experience excellent for CoinTracker engineers
Define and implement the systems, processes, and culture for top-notch production and developer infrastructure
Help interview new engineers

You may enjoy this role if you
Love building and running complex systems
Care deeply about keeping systems efficient, performant, reliable, and healthy
Value automating and scaling processes
Love troubleshooting technical problems
Relish the opportunity to improve the developer experience

Sample projects you might work on
Automating deployment and monitoring infrastructure
Building tooling to migrate data between cloud providers
Isolating failure domains in shared infrastructure services to provide reliable developer experiences

Some of the technical challenges we face are
Lots of data — billions of data points to track transactions and market pair prices
Data structures & algorithms — automated transfer detection, cost basis tracking, tax optimization, and more. Your CS fundamentals finally come in handy!
Scalability — some cryptocurrency users, such as algorithmic traders, accumulate millions of transactions per year. CoinTracker needs to work seamlessly for those power crypto traders.
Blockchain — whether it's running our own nodes, implementing xPub address generation and traversal, or parsing smart contracts to seamlessly support decentralized trading, we get our hands dirty with core blockchain technology
Technical complexity — integrating with hundreds of exchanges and blockchains, and supporting thousands of cryptocurrencies means we have to methodically architect our software and build critical monitoring systems to deliver a robust and accurate platform
Product challenges — building a consumer finance product that works flawlessly for our global user base and through our partner integrations with top crypto exchanges, marketplaces and tax-filing software

Our tech stack is
Web: HTML, Typescript, React, React Native, Styled-Components
Mobile: React Native, Expo, GraphQL
Backend: Python, Flask, GraphQL, Postgres, BigTable, Redis, Python RQ
Infrastructure: GCP, Terraform, PostgreSQL, Docker, Pub/Sub, Datadog, PagerDuty
You don’t need to know any or all of these, but be willing to learn!
What's it like working at CoinTracker?
We are a fully internationally distributed, tight-knit team. We have minimal process, and the majority of our time is spent working and collaborating asynchronously through tools like Figma, Github, Google Meet, Linear, Notion, Slack, Zendesk. We also stay aligned and bonded through weekly sprints, standups, all hands, and socials. We aim to empower every individual on the team with full transparency, ownership, autonomy, and clear objectives. Learn more about our guiding principles.

If this sounds exciting, we'd love to hear from you! Not sure you’re a perfect fit? Reach out anyway. We’re looking for awesome individuals, not folks who perfectly match a job posting.",Developer,Software Development
22,22,Senior Backend Engineer,Bitwave,Remote,Onsite,Full-time,Full-time,"Bitwave is a rapidly expanding startup that specializes in software for businesses that use digital assets and crypto. Our platform provides the CFO stack to web 3 native companies, Including cryptocurrency accounting, tax tracking, bookkeeping, digital asset treasury management, crypto AR / AP tooling, and full DeFi support (lending pool, liquidity pools, NFTs, etc.)
We're looking to hire a world-class engineer to empower companies to embrace the future and disrupt traditional finance. The ideal candidate is passionate about digital assets, enterprise software, and building amazing software.
In this role you will:
Design and build services in a variety of languages
Architect software to interop with various blockchains, digital asset exchanges, and more
Handle large amounts of data and complex integration processes
Be passionate about software quality, writing your own tests, and more
Preferred Qualifications
Interest in digital assets, decentralized finance, and cryptocurrencies
BS degree in Technical expertise area
7+ years of experience in building enterprise software and coding in Java, Python, Golang, or similar languages
4+ years of experience working on cloud software
Ideally 1+ year of experience with blockchain and smart contracts
Hard-working, dedicated, data-driven
Ability to excel both independently and work cross-functionally
Demonstrated commitment to understanding and prioritizing the needs of the customer
Excellent written and verbal communication skills
Experience with agile tracking tools, CI / CD, GCP",Developer,Software Development
23,23,Principal Backend Engineer,Paradigm Connect,Remote,Onsite,"$198,300 - $297,500 ",r,"At Paradigm, we are changing the future of finance! By joining us at this early stage, you’ll be building cutting-edge, distributed financial service infrastructure that will reshape financial services across CeFi and DeFi markets.
About Paradigm
Paradigm is a zero-fee, institutional liquidity network for derivatives traders across CeFi and DeFi.
We provide unified access to multi-asset, multi-protocol liquidity on demand without compromising on execution preferences, costs, and immediacy.
We’ve built the largest network of institutional counterparties in crypto, with over 1000 institutional clients trading over $10 B per month.
We are a diverse, global team led by our organizational principles and united by our mission to bring on-demand liquidity for traders, anytime and anywhere, without compromises. We also strive to ship faster than anyone else in the industry!
We are backed by the best traders and investors in the space, including Jump Capital, Genesis Trading, Dragonfly Capital, QCP Capital, Optiver US, IMC, GSR Markets, Akuna Capital, Fidelity Digital Assets CMT Digital, Goldentree Asset Management, Amber Group, OK Group, Bybit Fintech, and CoinShares.

The role
As a core member of our backend team, you will build and maintain major features, through inception, design, implementation and launch, working closely with product and engineering disciplines across the company. You will spend the majority of your time on cross-functional self-contained feature teams focused on delivering value to the customer, while other projects will be more internally focused on integrations, scalability, and performance.
Responsibilities
Design, build and maintain scalable, secure web services and distributed systems
Design and develop robust solutions for trade negotiation and execution, real-time market data, chat messaging, authentication, and security
Help maintain existing codebase, infrastructure, test coverage, and documentation
Drive technology choices for the backend code base such as languages, frameworks, providers, and partners
Support leadership in high-level technology investment decisions (build vs. buy, technical debt, etc.) through well-articulated, factual proposals
Champion quality of our solutions and lead efforts to measure and improve it along dimensions such as test coverage, security, and customer satisfaction
Drive the culture of metrics-driven delivery on established priorities in full partnership with Product, Program, and Engineering Management
Communicate requirements effectively within and across teams
Lead and participate in iterative, self-contained, cross-functional, customer-facing teams according to the release plan
Ensure that technical expertise is appropriately distributed throughout the backend team via documentation, information sharing sessions, and project experience.
Requirements
10+ years of backend engineering experience, ideally building products from ideation to launch with a strong engineering team
Team-building and technical leadership experience
Experience shipping large-scale projects and complex systems
Experience monitoring and scaling microservice-oriented systems
Familiarity with WebSocket architecture and implementation
B.S. in Computer Science or a related field (M.S. a plus)
Nice to have
Working knowledge of Python/Django, Go, Rust
Experience working with cloud-native AWS infrastructure and/or Kubernetes
Compensation: $198,300-$297,500 USD Annually
Our Benefits and Perks
Competitive pay and transparent pay bands
Flexible work environment
Unlimited vacation with a minimum required PTO of 10 days annually.
Celebrate your national holidays, in addition to floating holidays, to honor what matters to you, not HQ.
Full benefits (benefits vary by country)
Medical, dental, vision
Health Flexible Savings Account (FSA)
Long Term Disability and Life Insurance
Retirement savings (i.e. Traditional and Roth 401(k))
Paid Parental Leave
Generous technology and learning allowances
$5000 first-year budget to spend on your computer, peripherals, office essentials...whatever makes you most efficient and comfortable. You'll receive a $2000 refresh each anniversary.
$1000 budget to spend on learning and development materials, courses or conferences.


Paradigm US is an equal opportunity employer.

#LI-Remote",Developer,Software Development
24,24,Senior Backend Engineer,Geode Capital Management,"Boston, MA 02110",Hybrid remote,Full-time,Full-time,"Geode is seeking a Senior Backend Engineer to join the team.
The Backend Engineering team is responsible for everything between the user interface and the data in the database. The objective is to build a first-class product, engineering and service organization that will be a clear differentiator and provide an agile and scalable foundation for Geode’s continued growth.
You will be a member of the Backend team within our Engineering group. You will actively be documenting existing proprietary systems and contributing to the development work of the backend codebase. The ideal candidate will bring experiences of backend engineering on production platforms and building a culture of excellence. The role reports to Geode’s Director of Backend Engineering.
This is a hybrid work environment opportunity with requirement of 3 days in the office per week.
Qualifications
Must Haves:
BS/MS (CS or related major preferred)
5+ years of programming experience in Java and its ecosystem.
5+ years of experience with SQL
Experience in frameworks such as Spring, ORMs (Hibernate or others)
Familiarity with build tools like Ant/Maven/Gradle
Experience building production REST web services platforms and microservice architectures
High attention to detail and quality
Nice to Haves:
Familiarity with Financial Services
Familiarity with Amazon Web Services (AWS), containerization, microservices architecture, continuous integration and delivery is a plus
Expectations:
Hold yourself to a high standard of work. You will be expected to write code that is organized, well-commented and documented, performs reliably, and is easy for others to understand and troubleshoot. Be open, honest, and transparent. We value your contributions and believe that when we all work together, we create a better product. This is a hybrid work environment opportunity.
About Geode:
Geode Capital Management, LLC (Geode) is a global systematic asset manager providing core beta exposures across a range of equity and niche asset classes, including commodities and options. Geode currently manages over $800 billion in AUM across registered funds and institutional managed accounts. Geode is able to offer institutional investors the essential building blocks for today’s changing investment landscape.
Geode is headquartered in Boston’s financial district, the center of one of the world’s most vibrant finance and technology hubs and employs approximately 180 employees and contractors. We are proud to be an equal opportunity employer and support diversified and hybrid work environment. Geode enhances the employee experience with a culture of engagement, wellness, diversity, equity, inclusion, and a focus on being environmentally conscious. Learn more about Geode at www.geodecapital.com.
Job Type: Full-time",Developer,Software Development
25,25,"Software Engineer, Backend",Step Mobile,"120 Hawthorne Ave, Palo Alto, CA 94301",Onsite,N,Full-time,"Palo Alto, CA or Remote
Gen Z is the generation of the side hustle. They’re creators. ‍ They’re freelancers. ‍ They’re investors. ‍ And they’re not afraid to take on challenges, especially when it comes to their finances - and we’re here for it.
Step is a next-generation financial services company building a better banking experience to help teens and young adults achieve financial independence and knowledge at an earlier age. We’re on a mission to improve the financial future of the next generation by empowering teens to start their financial journey today. Step is a well-funded Series C company that has raised more than $175M, focused on disrupting the banking industry through a differentiated mobile-first consumer experience.
Teens and families love our product. We eclipsed 1 million customers in just four months after launch and have now crossed 2.5 million customers in our first year on the market. If you’re looking to join a fast-growing company with a strong mission and vision that puts people first, we want to meet you!
The role
Step is looking for a Backend Software Engineer. As part of the team you’ll be at the forefront of developing new core banking features and helping us deliver our first product to the public.
What you'll do
Own features throughout their life cycle, from inception to production
Improve existing and develop new Kotlin services
Prioritize maintainable code and test all the things
Work in a small, tight knit cross-functional team
See your contributions make a weekly impact to an evolving product
What we’re looking for
5+ years experience in backend development
Strong Computer Science fundamentals
Passion for software quality

Working at Step
Competitive salary based on experience, with full medical and dental benefits
High potential for growth
Stock in an early-stage startup
Flexible WFH and vacation policy
Employee referral program ‍ ️
Monthly stipend for Step Card testing ️
401K plan",Developer,Software Development
26,26,Frontend Engineer - Infrastructure,Brigit,Remote,Onsite,"$100,000 - $170,000 ",r - Full-time,"Hi, we're Brigit! A holistic financial health company helping every American build a brighter financial future. With a business model that is aligned with our customers, we create transparent, fair, and simple financial products that put money back in the hands of our members, help them spend wisely, avoid unfair fees and build their credit quickly. We're backed by leading VC's including Lightspeed Venture Partners and DCM, a number of the world's most influential social impact investors like Flourish and Sound, and several mission driven celebrity investors like Kevin Durant and Ashton Kutcher! If autonomy, ownership, and having meaningful input at the company you work for is important to you, come join our growing team!
Brigit is doing innovative and exciting work, but don’t just take our word for it, our work is being recognized by others:
Built In’s 2023 Best Startups to Work For In New York City
Fast Company’s Most Innovative Companies of 2022
Forbes Fintech 50 2022
Business Insider’s Most Promising Consumer Startups 2022
Brigit is looking for a Frontend Engineer to help us scale our next-gen consumer finance platform. Our product has tremendous traction helping 1 million+ low income Americans make ends meet. We’ve built beautifully designed, user-centric mobile and web clients with React (including React Native) and TypeScript, but we need help in making them even more user friendly & extensible.
As we approach our next phase of growth, we're scoping out new products and features helping our users save more and improve their credit options - in short, better equipping them along their financial journey. You'll have the opportunity to leverage the platform of our current frontend & backend base to build these new products from the ground up for millions of users. Financial products often come with difficult user challenges, and if you're excited by the idea of reconstructing difficult concepts into easy-to-use interfaces and products for end-users, then this is the right role for you.
Our engineering team has two main goals:
1) Ship Features supporting numerous external and internal applications. The next generation of our product may look nothing like what it does today - and we welcome that! The degree to which we design and create new features (and even new products) for users, architect our frontend-backend communications, implement design-to-development processes will make or break our success.
2) Scalability & Maintainability of our user-facing applications. Growing from 100k users to 10 million presents unique technical challenges. Because we’re growing so quickly, the efficiency and reliability of both our customer facing and internal tools needs to improve. In addition to creating new features, we have many tasks to tackle including the creation and upkeep of components & libraries, REST API design, testing & QA processes, and CI/CD enhancements.
The engineering team is small and nimble; you'll get an extraordinary amount of autonomy and ownership. More importantly, you’ll have a large say in the direction of the company - both in terms of our technology and our product. One of our greatest strengths is the speed with which we can move. If you want to propose a new way of doing things, we are all ears. If you have an idea for a new feature, we'll be open to it. A new design paradigm? Bring it on.
At Brigit you'll find engineering best practices inspired by our experiences at Palantir, Amazon, Two Sigma, a mature CI/CD process, an easy-to-use local/staging/production development environment, and teammates willing to fill in the gaps. We automate manual things so we can focus on thinking and building something that truly helps people.
What You Have
3+ years of full-time experience in the React (including React Native) & JavaScript ecosystem
Experience using HTML & CSS to create beautiful interfaces
Up-to-date grasp of the constantly evolving JS language standards, ES6 and beyond
Experience consuming (and spec'ing requirements for) REST APIs
TypeScript or other compile-to-JS language is a plus; Fullstack/Backend experience (esp. in Java) is a plus; quantitative skills, knowledge or experience in Finance is a plus
You are a self-starter, self-motivated, and able to work independently and manage multiple projects under minimal supervision
Experience building UI/UX for new features from end-to-end
The ability to rebuild an internal dashboard from scratch which greatly enhances our internal customer success team’s efficiency
What You'll Be Doing
Implementing interaction and motion design for more delightful user experiences
Unifying our component and styling libraries to be shared across our mobile and web clients
Automating visual testing & visual regression detection processes
Creating new mobile & web clients for upcoming products
Work with the Product & Design teams to spec, build, and ship a new Financial Health Score feature
A/B testing and optimizing features that boost our business’ bottom line
Scale out our mobile/web client distribution to over 2 million users
The Interview Process (Less than 2 weeks total)
Get to Know You - 30 mins
Come prepared to answer a few questions relevant to your experience, interests, and the role at Brigit. This helps us get to know you better and go beyond your resume or other application materials.
Take Home Project, React - 2-4 hours total, on your own time
You will be asked to re-create a simple game of Black Jack. This is an opportunity to showcase your process and approach for creating a working realish-world feature/product in a React environment. More information will be sent via email.
Project Review - 45 mins
Meet with members of the team to explain your Take Home project in deeper detail. Why did you make the decisions you did? What challenges did you run into?
Technical Interview, Architecture - 45 mins
Meet with the hiring manager and be prepared to discuss your experience in greater detail than the intro round with Talent. You will be asked to walk through your architecture/end-to-end experience. Please prepare to share concrete examples of past projects.
Final, Design - 45 mins
Last step! Meet with a Designer to go over your cross-functional experience. This is the person you’ll get to collaborate with most to create beautiful UX/UI.
The anticipated annual base salary for this position is $100,000 - $170,000. This range does not include any other compensation components or other benefits for which an individual may be eligible. The actual base salary offered depends on a variety of factors, which may include as applicable, the qualifications of the individual applicant for the position, years of relevant experience, specific and unique skills, level of education attained, certifications or other professional licenses held, and the location in which the applicant lives and/or from which they will be performing the job.
Our Benefits & Team
Medical, dental, and vision insurance
Equity participation
Flexible PTO Policy
401k plan
Paid Parental Leave
Monthly reimbursements to use against wifi and cell phone bills
Help hard working Americans build a brighter financial future
High-growth company at an early stage
A dynamic, flexible and collaborative start-up work environment with a highly talented team
Brigit is committed to providing equal employment opportunities for all applicants and employees without regard to race, religion, color, sex, pregnancy (including breast feeding and related medical conditions), national origin, citizenship status, uniform service member status, age, genetic information, disability, or any other protected status in accordance with all applicable federal, state and local laws. We are proud to be an equal opportunity workplace.",Developer,Software Development
27,27,"Associate Java Developer, Aladdin Sustainability Lab",BlackRock,"New York, NY",Hybrid remote,"$128,250 - $145,000 ",r,"Description
About this role
BlackRock is one of the world’s preeminent asset management firms and a premier provider of global investment management, risk management and advisory services to institutional, intermediary and individual investors around the world. BlackRock’s mission is to create a better financial future for our clients. We have a responsibility to be the voice of the investor, and we represent each client fairly and equally. Constant communication with a diverse team of partners strengthens us and delivers better results for our clients. Continuous innovation helps us bring the best of BlackRock to our clients. BlackRock offers a range of solutions — from rigorous fundamental and quantitative active management approaches aimed at maximizing outperformance to highly efficient indexing strategies designed to gain broad exposure to the world’s capital markets. Our clients can access our investment solutions through a variety of product structures, including individual and institutional separate accounts, mutual funds and other pooled investment vehicles, and the industry-leading iShares® ETFs.
Your team:
Come join a diverse and collaborative group of engineers within the Aladdin Sustainability Lab (ASL). As a member of the ASL, you will be working with climate scientists and ESG experts to develop the capabilities and products in sustainability for our investors. The Lab brings research and modeling, analytics, product management, design and engineering teams together to build the best-in-class climate models and software to manage risk associated on climate and ESG in asset management.
The engineering team is responsible to develop the APIs, UIs and data solutions that deliver these exciting new products to investors at BlackRock, the many financial institutions who use Aladdin and importantly the communities they serve. The team is also responsible to build next generation of climate analytics platform to allow researchers to run their models with large compute. If you’re interested in working on a world class tech stack to design, prototype, and iterate solutions as part of dynamic team. Come join us to make a real contribution to Blackrock's green mission!
Your role:
We are looking for a software engineer to work on Blackrock’s sustainability initiative. The focus is to develop APIs and/or UIs on Sustainability. There are massive climate datasets and analytics available, and we want to find the best way to deliver invaluable contents to the users in the most digestible format. You will work closely with our product managers, UI designers, and other software engineers. The product you will be working on will be delivered as part of Aladdin, a technology platform serving many asset managers and financial institutions. Your work will be visible not only to BlackRock but also community of Aladdin users.
Responsibilities:
You participate in a scaled agile team – sprint grooming, product increments, retrospectives, demos, and actively share knowledge across the team.
You write high-quality code across the full-stack with major focus on the backend technologies.
You review pull requests and give feedback to help the team grow.
Grow yourself: be better every single day, we are always learning.
You speak up when identifying issues and roadblocks.
Grow the team: we measure ourselves by how fast we bring new team members up to speed.
Qualifications & Experience
Bachelor’s or Master’s degree in Computer Science or engineering preferred.
3+ years hands-on experience in Java, Angular and/or Java script.
Practical knowledge and experience of code refactoring, test-driven development/automation, software optimization, performance tuning, building tools and testing frameworks.
Experience with climate and ESG related products or financial software is a plus.
Experience in gRPC, Protobuff and Swagger is a plus
Basic understanding of cloud technology such as K8s, docker, file storage (S3 or Azure File) and Snowflake data platform.
Project and issue tracking systems, ideally Azure DevOps
Effective communication and presentation skills (written and verbal) are required.
About BlackRock:
Elevate your career by joining the world's largest asset manager! Thrive in an environment that fosters positive relationships and recognizes outstanding performance! We know you want to feel valued every single day and be recognized for your contribution. At BlackRock, we strive to empower our employees and effectively engage your involvement in our success.
BlackRock is one of the world’s preeminent asset management firms and a premier provider of global investment management, risk management and advisory services to institutional, intermediary and individual investors around the world. BlackRock’s mission is to create a better financial future for our clients. We have a responsibility to be the voice of the investor, and we represent each client fairly and equally. Constant communication with a diverse team of partners strengthens us and delivers better results for our clients. Continuous innovation helps us bring the best of BlackRock to our clients. BlackRock offers a range of solutions — from fundamental and quantitative active management approaches aimed at maximizing outperformance to highly efficient indexing strategies designed to gain broad exposure to the world’s capital markets. Our clients can access our investment solutions through a variety of product structures, including individual and institutional separate accounts, mutual funds and other pooled investment vehicles, and the industry-leading iShares® ETFs.

For New York City only: The salary range for this position is $128,250 – $145,000. Additionally, employees are eligible for an annual discretionary bonus, and benefits including heath care, leave benefits, and retirement benefits. BlackRock operates a pay-for-performance compensation philosophy and your total compensation may vary based on role, location, and firm, department and individual performance.
Our benefits
To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about.
Our hybrid work model
BlackRock’s current hybrid work model is designed to enable in-person connections and collaboration that is core to our culture, while supporting increased flexibility for all employees. In line with local health guidance and regulations, employees are required to work at least 3 days in the office each week, with the flexibility to work from home up to 2 days a week. Some business groups may require more time in the office due to their roles and responsibilities. The health, safety and well-being of our people will always be our top priorities; we will continue to monitor local conditions and health advisories in making decisions about our work environments.
About BlackRock
At BlackRock, we are all connected by one mission: to help more and more people experience financial well-being. Our clients, and the people they serve, are saving for retirement, paying for their children’s educations, buying homes and starting businesses. Their investments also help to strengthen the global economy: support businesses small and large; finance infrastructure projects that connect and power cities; and facilitate innovations that drive progress.
This mission would not be possible without our smartest investment – the one we make in our employees. It’s why we’re dedicated to creating an environment where our colleagues feel welcomed, valued and supported with networks, benefits and development opportunities to help them thrive.",Developer,Software Development
28,28,Senior Software Engineer - Backend,dYdX,"New York, NY",Remote,"$201,000 - $350,000 ",r - Full-time,"(Location: New York, San Francisco, or Remote (US))
At dYdX you'll have an opportunity to build state-of-the-art decentralized technology that will redefine global financial markets. By joining us at this early stage you will make fundamental decisions that will shape the course of dYdX.
Learn more about working at dYdX
Take our coding challenge here. We'll reach out if it's a good fit!
About dYdX:
We've built the world's leading decentralized exchange for crypto assets
dYdX is founded by an ex-Coinbase, ex-Uber engineer, with a Princeton CS background. Our team has previous experience at Google, Bloomberg, Amazon, Bain, NerdWallet, Facebook, Lyft and other top companies
We're a world-class team with top backers and advisors, including Andreessen Horowitz, Polychain Capital, Brian Armstrong, Fred Ehrsam, Naval Ravikant, Elad Gil and more
RESPONSIBILITIES:
Write low latency financial software that will process billions of dollars a day worth of trading volume, including order book matching engines, trading engines, and REST & Websocket API endpoints
Develop open source blockchain-based code that powers the dYdX protocol
Build high performance REST & WebSocket APIs to power our frontend app as well as programmatic traders
Write open source TypeScript & Python clients that allow users to interact directly with our on-chain smart contracts
Work together with multi-functional teams to develop the best overall product
Architect performant and reliable backend systems
Mentor and develop junior engineers
REQUIREMENTS:
5+ years experience working as a full-time developer
You write secure, efficient, high quality code and have a good understanding of CS fundamentals
You have experience with or are open to learning JavaScript, TypeScript, Node.js, PostgreSQL, Redis, Kafka, Express, WebSockets, Docker
You are a fast learner who can quickly master new technologies
NICE TO HAVES:
You've worked on high quality products in the finance or security space
Interest in fullstack development. Experience building Web Services, SQL, CSS, React, Redux
You have an strong interest in decentralized finance
You have experience building blockchain applications / smart contracts
CS Degree or equivalent experience
Preferred location NYC
Salary range for this role is 201K to 350K USD (CA, NY, or remote). Compensation subject to experience and location. Published salary bands pursuant to transparency laws, and do not include possible variable compensation such as annual merit increases, bonus eligibility, commission, or equity incentive.",Developer,Software Development
